0:0	Account: letutl79	 Name: LyAnAn	 Level: 1	 IP Address: 1.54.167.236 : 51439
14:25	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 117	 IP Address: 27.73.149.169 : 4805
14:25	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 118.68.55.6 : 49987
14:25	Account: minhtrand23	 Name: sanboss8	 Level: 81	 IP Address: 118.68.55.6 : 49989
14:25	Account: minhtrand24	 Name: sanboss9	 Level: 80	 IP Address: 118.68.55.6 : 49992
14:26	Account: minhtrand26	 Name: sanboss11	 Level: 80	 IP Address: 118.68.55.6 : 49994
14:26	Account: minhtrand25	 Name: sanboss10	 Level: 80	 IP Address: 118.68.55.6 : 49996
14:26	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 118.68.55.6 : 49998
14:28	Account: banhang1	 Name: 1234566789	 Level: 85	 IP Address: 27.73.149.169 : 49984
14:30	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 1.55.138.76 : 16489
14:35	Account: minhtrand28	 Name: caytien02	 Level: 1	 IP Address: 118.68.55.6 : 50010
14:40	Account: cuong25032016	 Name: cuong1990	 Level: 80	 IP Address: 171.238.189.158 : 61997
14:45	Account: minhtrand20	 Name: sanboss2	 Level: 81	 IP Address: 118.68.55.6 : 50017
14:45	Account: minhtrand28	 Name: caytien02	 Level: 80	 IP Address: 118.68.55.6 : 50019
14:46	Account: sarin1990	 Name: DocDepGhe	 Level: 82	 IP Address: 116.110.119.64 : 5106
14:46	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 4810
14:46	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 4779
14:47	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 4762
14:47	Account: sarin	 Name: DocXinh6	 Level: 81	 IP Address: 116.110.119.64 : 4923
14:47	Account: tank001	 Name: OKFire01	 Level: 1	 IP Address: 58.187.66.99 : 30496
14:49	Account: tank001	 Name: Fire001	 Level: 1	 IP Address: 58.187.66.99 : 1428
14:50	Account: vunguyen1984	 Name: BinBin	 Level: 88	 IP Address: 27.75.46.206 : 55808
14:50	Account: vunguyen1989	 Name: khongbietten	 Level: 96	 IP Address: 27.75.46.206 : 55809
14:50	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 55813
14:50	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 55815
14:50	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 55819
14:50	Account: minhtrand28	 Name: caytien02	 Level: 80	 IP Address: 14.174.119.34 : 49820
14:51	Account: minhtrand28	 Name: caytien02	 Level: 80	 IP Address: 14.174.119.34 : 49822
14:52	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 4742
14:54	Account: motgoithuoc	 Name: §écÙT¨ng	 Level: 1	 IP Address: 171.232.119.163 : 49504
14:55	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 86	 IP Address: 183.80.160.143 : 54213
14:55	Account: banhang1	 Name: 1234566789	 Level: 85	 IP Address: 27.73.149.169 : 49990
15:12	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56078
15:12	Account: vunguyen1989	 Name: khongbietten	 Level: 96	 IP Address: 27.75.46.206 : 56080
15:16	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 111	 IP Address: 42.118.58.118 : 50838
15:16	Account: vunguyen1989	 Name: khongbietten	 Level: 96	 IP Address: 27.75.46.206 : 56091
15:16	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56092
15:16	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56095
15:19	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56389
15:19	Account: vunguyen1989	 Name: khongbietten	 Level: 96	 IP Address: 27.75.46.206 : 56391
15:19	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56393
15:20	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56403
15:20	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56404
15:20	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56407
15:20	Account: vunguyen1989	 Name: khongbietten	 Level: 96	 IP Address: 27.75.46.206 : 56409
15:22	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.230.114 : 56261
15:23	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 171.251.230.114 : 56263
15:24	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56423
15:24	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56424
15:24	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56426
15:24	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 112	 IP Address: 171.251.230.114 : 56265
15:24	Account: vunguyen1983	 Name: Thiennhan	 Level: 87	 IP Address: 171.251.230.114 : 56267
15:25	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56430
15:25	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56431
15:26	Account: vunguyen1983	 Name: Cubin1	 Level: 80	 IP Address: 171.251.230.114 : 56269
15:26	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56433
15:27	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56437
15:27	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56438
15:29	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56465
15:29	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56466
15:29	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56468
15:30	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56470
15:30	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56472
15:31	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56474
15:31	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56476
15:31	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56478
15:31	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56480
15:32	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56548
15:33	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56590
15:34	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56741
15:36	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56743
15:36	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56745
15:37	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56747
15:39	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 56752
15:39	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 56754
15:39	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 56756
15:39	Account: thoakhungzz1	 Name: XeTiÒn1	 Level: 86	 IP Address: 171.251.230.114 : 56283
15:39	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 171.251.230.114 : 56285
15:39	Account: thoakhungzz1	 Name: FZ1100	 Level: 80	 IP Address: 171.251.230.114 : 56287
15:39	Account: thoakhungzz2	 Name: FZ1313	 Level: 80	 IP Address: 171.251.230.114 : 56289
15:39	Account: thoakhungzz2	 Name: XeTiÒn2	 Level: 86	 IP Address: 171.251.230.114 : 56291
15:39	Account: thoakhungzz2	 Name: NM®Çubß	 Level: 89	 IP Address: 171.251.230.114 : 56293
15:40	Account: thoakhungzz3	 Name: Ho¶KúL©n	 Level: 96	 IP Address: 171.251.230.114 : 56295
15:40	Account: thoakhungzz3	 Name: XeTiÒn3	 Level: 86	 IP Address: 171.251.230.114 : 56297
15:40	Account: thoakhungzz3	 Name: FZ1413	 Level: 80	 IP Address: 171.251.230.114 : 56299
15:40	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.230.114 : 56301
15:42	Account: vunguyen1984	 Name: BinBin	 Level: 88	 IP Address: 27.75.46.206 : 56758
15:42	Account: vunguyen1989	 Name: khongbietten	 Level: 96	 IP Address: 27.75.46.206 : 56760
15:47	Account: sangtpbrvt9	 Name: money10	 Level: 84	 IP Address: 113.169.95.96 : 49283
15:49	Account: vunguyen1989	 Name: khongbietten	 Level: 96	 IP Address: 27.75.46.206 : 57095
15:49	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 57096
15:51	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 57116
15:51	Account: vunguyen1985	 Name: binbin2	 Level: 82	 IP Address: 27.75.46.206 : 57119
15:51	Account: vunguyen1984	 Name: BinBin	 Level: 88	 IP Address: 27.75.46.206 : 57122
15:52	Account: nam92hd10	 Name: Gi÷ÙR¸cÙNo5	 Level: 81	 IP Address: 27.73.192.221 : 27441
15:53	Account: nam92hd7	 Name: Gi÷ÙR¸cÙNo1	 Level: 81	 IP Address: 27.73.192.221 : 1464
16:4	Account: vunguyen1983	 Name: Cubin1	 Level: 80	 IP Address: 27.75.46.206 : 57381
16:14	Account: nam92hd8	 Name: Gi÷ÙR¸cÙNo2	 Level: 81	 IP Address: 27.73.192.221 : 1500
16:17	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 14.245.90.40 : 54740
16:18	Account: bando01	 Name: VinhLong03	 Level: 80	 IP Address: 14.245.90.40 : 54746
16:18	Account: bando02	 Name: VinhLong04	 Level: 80	 IP Address: 14.245.90.40 : 54749
16:18	Account: bando03	 Name: VinhLong003	 Level: 80	 IP Address: 14.245.90.40 : 54751
16:19	Account: bando04	 Name: VinhLong004	 Level: 80	 IP Address: 14.245.90.40 : 54754
16:19	Account: bando05	 Name: BanDo05	 Level: 80	 IP Address: 14.245.90.40 : 54757
16:19	Account: bando06	 Name: BanDo06	 Level: 80	 IP Address: 14.245.90.40 : 54760
16:19	Account: bando07	 Name: BanDo07	 Level: 80	 IP Address: 14.245.90.40 : 54762
16:20	Account: bando08	 Name: BanDo08	 Level: 80	 IP Address: 14.245.90.40 : 54766
16:20	Account: bando09	 Name: BanDo09	 Level: 80	 IP Address: 14.245.90.40 : 54769
16:20	Account: ngocbich02	 Name: sanboss02	 Level: 80	 IP Address: 14.245.90.40 : 54773
16:21	Account: ngocbich03	 Name: VinhLong01	 Level: 80	 IP Address: 14.245.90.40 : 54776
16:21	Account: ngocbich04	 Name: VinhLong02	 Level: 80	 IP Address: 14.245.90.40 : 54779
16:21	Account: ngocbich05	 Name: Nguyen37	 Level: 80	 IP Address: 14.245.90.40 : 54784
16:21	Account: ngocbich06	 Name: Nguyen38	 Level: 80	 IP Address: 14.245.90.40 : 54786
16:26	Account: ctcshxt3	 Name: CTCÙTiÒnÙ03	 Level: 82	 IP Address: 113.189.123.125 : 50457
16:26	Account: ctcshxt5	 Name: CTCÙTiÒnÙ05	 Level: 84	 IP Address: 113.189.123.125 : 50459
16:26	Account: ctcshxt4	 Name: CTCÙTiÒnÙ04	 Level: 84	 IP Address: 113.189.123.125 : 50458
16:26	Account: ctcshxt6	 Name: CTCÙTiÒnÙ06	 Level: 84	 IP Address: 113.189.123.125 : 50462
16:26	Account: ctcshxt1	 Name: CTCÙTiÒnÙ01	 Level: 84	 IP Address: 113.189.123.125 : 50460
16:26	Account: ctcshxt2	 Name: CTCÙTiÒnÙ02	 Level: 82	 IP Address: 113.189.123.125 : 50461
16:28	Account: ctcshxt3	 Name: CTCÙTiÒnÙ03	 Level: 82	 IP Address: 113.189.123.125 : 50464
16:32	Account: vunguyen1988	 Name: 111111111	 Level: 95	 IP Address: 27.75.46.206 : 57641
16:35	Account: vunguyen1988	 Name: 111111111	 Level: 95	 IP Address: 27.75.46.206 : 57897
16:35	Account: nam92hd9	 Name: Gi÷ÙR¸cÙNo3	 Level: 81	 IP Address: 27.73.192.221 : 27593
16:47	Account: giahung	 Name: GjaHung	 Level: 1	 IP Address: 113.190.230.212 : 50902
16:54	Account: nam92hd10	 Name: Gi÷ÙR¸cÙNo5	 Level: 81	 IP Address: 27.73.192.221 : 27619
16:56	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 111	 IP Address: 27.73.192.221 : 27621
16:57	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 27623
17:0	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 98	 IP Address: 27.73.192.221 : 27631
17:0	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 1720
17:0	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 111	 IP Address: 27.73.192.221 : 1722
17:0	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 99	 IP Address: 27.73.192.221 : 27635
17:4	Account: 84vunguyen	 Name: TiemTapHoa	 Level: 1	 IP Address: 27.75.46.206 : 58411
17:4	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 42.116.139.97 : 19076
17:5	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 42.116.139.97 : 19090
17:7	Account: vunguyen1985	 Name: BinBin1	 Level: 80	 IP Address: 27.75.46.206 : 58413
17:7	Account: vunguyen1985	 Name: binbin3	 Level: 81	 IP Address: 27.75.46.206 : 58415
17:7	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 117	 IP Address: 27.73.149.169 : 5077
17:7	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 27.73.149.169 : 50174
17:7	Account: banhang1	 Name: 1234566789	 Level: 85	 IP Address: 27.73.149.169 : 50177
17:8	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 117	 IP Address: 27.73.149.169 : 5081
17:8	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 27.73.149.169 : 50196
17:8	Account: vunguyen1988	 Name: 111111111	 Level: 95	 IP Address: 27.75.46.206 : 58417
17:12	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 42.116.139.97 : 19136
17:13	Account: vunguyen1983	 Name: MrCuBin	 Level: 82	 IP Address: 27.75.46.206 : 58420
17:14	Account: vunguyen1983	 Name: Cubin1	 Level: 80	 IP Address: 27.75.46.206 : 58422
17:15	Account: vunguyen1986	 Name: 5555555	 Level: 84	 IP Address: 27.75.46.206 : 58424
17:16	Account: vunguyen1986	 Name: 666666666	 Level: 82	 IP Address: 27.75.46.206 : 58426
17:16	Account: vunguyen1987	 Name: 444444444	 Level: 80	 IP Address: 27.75.46.206 : 58428
17:17	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 42.116.139.97 : 19160
17:17	Account: vunguyen1987	 Name: 3333333333	 Level: 80	 IP Address: 27.75.46.206 : 58430
17:18	Account: vunguyen1987	 Name: 22222222	 Level: 84	 IP Address: 27.75.46.206 : 58564
17:25	Account: banhang1	 Name: 1234566789	 Level: 85	 IP Address: 27.73.149.169 : 5229
17:31	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 112	 IP Address: 171.251.230.114 : 49170
17:32	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.230.114 : 49172
17:35	Account: thoakhungss2	 Name: Khodo4	 Level: 80	 IP Address: 171.251.230.114 : 49174
17:35	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 171.251.230.114 : 49239
17:36	Account: thoakhungzz2	 Name: NM®Çubß	 Level: 89	 IP Address: 171.251.230.114 : 49257
17:37	Account: thoakhungzz5	 Name: FangLßiCøt	 Level: 91	 IP Address: 171.251.230.114 : 49264
17:38	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 171.251.230.114 : 49270
17:40	Account: thoakhungs3	 Name: HiepDam	 Level: 80	 IP Address: 171.251.230.114 : 49272
17:40	Account: thoakhungs3	 Name: MÈnh¢B	 Level: 80	 IP Address: 171.251.230.114 : 49274
17:40	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.230.114 : 49276
17:41	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.251.230.114 : 49278
17:43	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.251.230.114 : 49283
17:44	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.251.230.114 : 49286
17:45	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 171.251.230.114 : 49288
17:45	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 171.251.230.114 : 49290
17:45	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 171.251.230.114 : 49292
17:46	Account: sangtpbrvt6	 Name: SangTp666	 Level: 91	 IP Address: 113.169.95.96 : 49299
17:47	Account: sangtpbrvt6	 Name: werwerwer	 Level: 80	 IP Address: 113.169.95.96 : 49333
17:49	Account: sangtpbrvt8	 Name: SangTpZZZ	 Level: 80	 IP Address: 113.169.95.96 : 49390
17:50	Account: sangtpbrvt7	 Name: sdfdfsdfsdf	 Level: 80	 IP Address: 113.169.95.96 : 49430
17:50	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 98	 IP Address: 42.116.139.97 : 19371
17:50	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.251.230.114 : 49298
17:51	Account: thoakhungzz1	 Name: XeTiÒn1	 Level: 86	 IP Address: 171.251.230.114 : 49300
17:51	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 171.251.230.114 : 49302
17:51	Account: thoakhungzz1	 Name: FZ1100	 Level: 80	 IP Address: 171.251.230.114 : 49304
17:51	Account: thoakhungzz2	 Name: FZ1313	 Level: 80	 IP Address: 171.251.230.114 : 49306
17:51	Account: sangtpbrvt7	 Name: SangTpaaa	 Level: 80	 IP Address: 113.169.95.96 : 49472
17:51	Account: thoakhungzz2	 Name: XeTiÒn2	 Level: 86	 IP Address: 171.251.230.114 : 49308
17:51	Account: thoakhungzz3	 Name: XeTiÒn3	 Level: 86	 IP Address: 171.251.230.114 : 49310
17:52	Account: thoakhungzz3	 Name: FZ1413	 Level: 80	 IP Address: 171.251.230.114 : 49312
17:52	Account: thoakhungzz4	 Name: XeTiÒn4	 Level: 85	 IP Address: 171.251.230.114 : 49314
17:52	Account: thoakhungzz4	 Name: FZ1243	 Level: 80	 IP Address: 171.251.230.114 : 49316
17:53	Account: thoakhungzz5	 Name: XeTiÒn5	 Level: 86	 IP Address: 171.251.230.114 : 49319
17:53	Account: thoakhungzz5	 Name: FangLßiCøt	 Level: 91	 IP Address: 171.251.230.114 : 49321
17:53	Account: thoakhungzz5	 Name: FZ2100	 Level: 80	 IP Address: 171.251.230.114 : 49323
17:53	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 98	 IP Address: 171.251.230.114 : 49325
17:53	Account: thoakhungz3	 Name: BFZ1200	 Level: 80	 IP Address: 171.251.230.114 : 49327
17:53	Account: thoakhungz3	 Name: FF0219	 Level: 80	 IP Address: 171.251.230.114 : 49329
17:53	Account: sangtpbrvt7	 Name: SangTpxxx	 Level: 80	 IP Address: 113.169.95.96 : 49545
17:54	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 171.251.230.114 : 49331
17:55	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 171.251.230.114 : 49333
17:55	Account: thoakhungss1	 Name: khodo3	 Level: 80	 IP Address: 171.251.230.114 : 49335
17:58	Account: vunguyen1988	 Name: 111111111	 Level: 95	 IP Address: 27.75.46.206 : 59202
18:1	Account: sangtpbrvt8	 Name: SangTpZZZ	 Level: 80	 IP Address: 113.169.95.96 : 49799
18:2	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 107	 IP Address: 171.251.230.114 : 49339
18:2	Account: sangtpbrvt7	 Name: SangTpaaa	 Level: 80	 IP Address: 113.169.95.96 : 49819
18:3	Account: sangtpbrvt7	 Name: SangTpxxx	 Level: 80	 IP Address: 113.169.95.96 : 49846
18:3	Account: nonhandovip	 Name: LayÙPhoi	 Level: 80	 IP Address: 183.80.160.143 : 54326
18:3	Account: sangtpbrvt6	 Name: zerfgrgseg	 Level: 80	 IP Address: 113.169.95.96 : 49866
18:4	Account: nonhangiudo	 Name: DoPhoHK	 Level: 80	 IP Address: 183.80.160.143 : 54329
18:4	Account: sangtpbrvt6	 Name: SangTp666	 Level: 91	 IP Address: 113.169.95.96 : 49879
18:4	Account: nonhandophoi	 Name: DoPhoi1	 Level: 80	 IP Address: 183.80.160.143 : 54331
18:4	Account: sangtpbrvt7	 Name: SangTpaaa	 Level: 80	 IP Address: 113.169.95.96 : 49895
18:4	Account: vunguyen1983	 Name: MrCuBin	 Level: 82	 IP Address: 27.75.46.206 : 59460
18:5	Account: nonhandophoi	 Name: DoNgon	 Level: 80	 IP Address: 183.80.160.143 : 54335
18:5	Account: sangtpbrvt9	 Name: SangTpqqq	 Level: 80	 IP Address: 113.169.95.96 : 49925
18:5	Account: vunguyen1983	 Name: Cubin1	 Level: 80	 IP Address: 27.75.46.206 : 59462
18:6	Account: vunguyen1987	 Name: 22222222	 Level: 84	 IP Address: 27.75.46.206 : 59464
18:8	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 87	 IP Address: 183.80.160.143 : 54337
18:10	Account: 83vunguyen	 Name: ThangDepTrai	 Level: 80	 IP Address: 27.75.46.206 : 59466
18:10	Account: thoakhungss1	 Name: khodo3	 Level: 80	 IP Address: 171.251.230.114 : 49343
18:11	Account: thoakhungss2	 Name: Khodo4	 Level: 80	 IP Address: 171.251.230.114 : 49345
18:12	Account: sangtpbrvt9	 Name: dfgdgdge	 Level: 80	 IP Address: 113.169.95.96 : 50134
18:13	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 105	 IP Address: 171.251.230.114 : 49347
18:13	Account: sarin1990	 Name: DocDepGhe	 Level: 82	 IP Address: 116.110.119.64 : 49169
18:13	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 171.251.230.114 : 49349
18:13	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 5961
18:16	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 49219
18:16	Account: sangtpbrvt11	 Name: money4	 Level: 82	 IP Address: 113.169.95.96 : 50258
18:17	Account: sangtpbrvt6	 Name: werwerwer	 Level: 80	 IP Address: 113.169.95.96 : 50293
18:23	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 105	 IP Address: 171.251.230.114 : 49353
18:23	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 171.251.230.114 : 49355
18:24	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 107	 IP Address: 171.251.230.114 : 49357
18:24	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 112	 IP Address: 171.251.230.114 : 49359
18:24	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 102	 IP Address: 171.251.230.114 : 49361
18:24	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 103	 IP Address: 171.251.230.114 : 49363
18:25	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 105	 IP Address: 171.251.230.114 : 49365
18:25	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 171.251.230.114 : 49367
18:25	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 107	 IP Address: 171.251.230.114 : 49369
18:25	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 112	 IP Address: 171.251.230.114 : 49371
18:25	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 102	 IP Address: 171.251.230.114 : 49373
18:25	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 103	 IP Address: 171.251.230.114 : 49375
18:27	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 49370
18:29	Account: vunguyen1987	 Name: 22222222	 Level: 84	 IP Address: 27.75.46.206 : 59725
18:37	Account: vunguyen1984	 Name: BinBin	 Level: 88	 IP Address: 27.75.46.206 : 59988
18:38	Account: vunguyen1988	 Name: 111111111	 Level: 95	 IP Address: 27.75.46.206 : 59991
18:40	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 49488
18:45	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 123	 IP Address: 183.80.160.143 : 54365
18:46	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 123	 IP Address: 183.80.160.143 : 54368
18:48	Account: sangtpbrvt12	 Name: money3	 Level: 85	 IP Address: 113.169.95.96 : 49269
18:49	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 42.116.139.97 : 20079
18:49	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 42.116.139.97 : 20084
18:50	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 49562
18:50	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 42.116.139.97 : 20090
18:51	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 98	 IP Address: 42.116.139.97 : 20094
18:51	Account: sangtpbrvt13	 Name: sdfsdfsdfsdf	 Level: 1	 IP Address: 113.169.95.96 : 49364
18:51	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 100	 IP Address: 42.116.139.97 : 20100
18:52	Account: sangtpbrvt8	 Name: SangTpZZZ	 Level: 80	 IP Address: 113.169.95.96 : 49402
18:52	Account: sangtpbrvt14	 Name: werwerwerwer	 Level: 1	 IP Address: 113.169.95.96 : 49429
18:53	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 100	 IP Address: 42.116.139.97 : 20112
18:53	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 42.116.139.97 : 20118
18:58	Account: sangtpbrvt7	 Name: SangTpaaa	 Level: 80	 IP Address: 113.169.95.96 : 49612
19:0	Account: ribi01	 Name: RiBi01	 Level: 109	 IP Address: 14.167.83.83 : 12986
19:1	Account: sarin3	 Name: DocXinh17	 Level: 84	 IP Address: 116.110.119.64 : 49631
19:4	Account: sangtpbrvt9	 Name: SangTpqqq	 Level: 80	 IP Address: 113.169.95.96 : 49780
19:9	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 116.110.119.64 : 49682
