0:1	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 118.71.192.99 : 25857
10:42	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50514
10:42	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50515
10:42	Account: timlaivohien1	 Name: EyeSmile2	 Level: 91	 IP Address: 14.233.97.112 : 47585
10:43	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49854
10:43	Account: minhtrand25	 Name: sanboss10	 Level: 80	 IP Address: 14.174.119.34 : 49856
10:43	Account: minhtrand24	 Name: sanboss9	 Level: 80	 IP Address: 14.174.119.34 : 49858
10:44	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50518
10:44	Account: minhtrand23	 Name: sanboss8	 Level: 81	 IP Address: 14.174.119.34 : 49860
10:44	Account: hiennguyenag14	 Name: ÙCayTienAG2Ù	 Level: 80	 IP Address: 115.78.114.219 : 50451
10:44	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50521
10:45	Account: timlaivohien4	 Name: EyeSmile12	 Level: 80	 IP Address: 14.233.97.112 : 52961
10:45	Account: sarin	 Name: DocXinh6	 Level: 82	 IP Address: 116.110.119.64 : 54608
10:45	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50528
10:45	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50529
10:46	Account: hiennguyenag14	 Name: ÙCayTienAG2Ù	 Level: 80	 IP Address: 115.78.114.219 : 50469
10:46	Account: timlaivohien4	 Name: EyeSmile8	 Level: 80	 IP Address: 14.233.97.112 : 56417
10:48	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50536
10:48	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50537
10:48	Account: hiennguyenag15	 Name: ÙCayTienAG3Ù	 Level: 80	 IP Address: 115.78.117.10 : 50483
10:49	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50541
10:49	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50543
10:49	Account: timlaivohien2	 Name: EyeSmile6	 Level: 89	 IP Address: 14.233.97.112 : 9025
10:50	Account: hiennguyenag15	 Name: ÙCayTienAG3Ù	 Level: 80	 IP Address: 115.78.117.10 : 50494
10:51	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50548
10:51	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50550
10:51	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 119	 IP Address: 27.73.149.169 : 14251
10:52	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50554
10:52	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50557
10:53	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50560
10:53	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50561
10:53	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49969
10:53	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49971
10:53	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49973
10:53	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 54679
10:53	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49975
10:53	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49977
10:54	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 49979
10:54	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49981
10:54	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49983
10:54	Account: timlaivohien3	 Name: EyeSmile7	 Level: 88	 IP Address: 14.233.97.112 : 52385
10:54	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50567
10:54	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50568
10:55	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49987
10:55	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 49989
10:55	Account: minhtrand10	 Name: 32131311	 Level: 80	 IP Address: 14.174.119.34 : 49991
10:55	Account: minhtrand11	 Name: 313133	 Level: 80	 IP Address: 14.174.119.34 : 49994
10:55	Account: minhtrand11	 Name: 443243242	 Level: 80	 IP Address: 14.174.119.34 : 49996
10:55	Account: minhtrand11	 Name: 23123213	 Level: 80	 IP Address: 14.174.119.34 : 49998
10:55	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50571
10:55	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50573
10:55	Account: minhtrand12	 Name: 65456464	 Level: 80	 IP Address: 14.174.119.34 : 50002
10:56	Account: minhtrand12	 Name: 322312	 Level: 80	 IP Address: 14.174.119.34 : 50004
10:56	Account: minhtrand12	 Name: 3213131111	 Level: 80	 IP Address: 14.174.119.34 : 50006
10:56	Account: minhtrand13	 Name: 32131111122	 Level: 80	 IP Address: 14.174.119.34 : 50010
10:56	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50578
10:56	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50580
10:57	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 113	 IP Address: 27.73.149.169 : 49442
10:58	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50584
10:58	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50586
11:0	Account: vunguyen1986	 Name: 5555555	 Level: 84	 IP Address: 27.75.46.206 : 52105
11:2	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 99	 IP Address: 27.73.149.169 : 49450
11:2	Account: sarin	 Name: DocXinh7	 Level: 81	 IP Address: 116.110.119.64 : 54748
11:3	Account: hiennguyenag15	 Name: ÙCayTienAG3Ù	 Level: 80	 IP Address: 115.78.114.219 : 50592
11:3	Account: vunguyen1986	 Name: ThienNhan	 Level: 80	 IP Address: 27.75.46.206 : 52107
11:3	Account: vunguyen1986	 Name: 666666666	 Level: 82	 IP Address: 27.75.46.206 : 52109
11:4	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50590
11:4	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50591
11:5	Account: 85vunguyen	 Name: NgocNgoc	 Level: 80	 IP Address: 27.75.46.206 : 52111
11:6	Account: timlaivohien5	 Name: EyeSmile14	 Level: 80	 IP Address: 14.233.97.112 : 8257
11:12	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50596
11:12	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50598
11:12	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 101	 IP Address: 183.80.4.211 : 28002
11:13	Account: sarin	 Name: DocXinh8	 Level: 81	 IP Address: 116.110.119.64 : 54838
11:13	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50603
11:13	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50605
11:13	Account: vunguyen1987	 Name: 22222222	 Level: 89	 IP Address: 27.75.46.206 : 52370
11:13	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 14.174.119.34 : 50070
11:14	Account: thangvl5	 Name: 5TLSuco	 Level: 106	 IP Address: 183.80.4.211 : 28013
11:14	Account: sarin	 Name: DocXinh8	 Level: 81	 IP Address: 116.110.119.64 : 54852
11:14	Account: thangvl6	 Name: 6Vâ®ang	 Level: 101	 IP Address: 183.80.4.211 : 28018
11:15	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 99	 IP Address: 183.80.4.211 : 28022
11:16	Account: sarin	 Name: DocXinh8	 Level: 81	 IP Address: 116.110.119.64 : 54067
11:17	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 101	 IP Address: 183.80.4.211 : 28145
11:20	Account: kingvl4	 Name: HDÙbuff	 Level: 91	 IP Address: 27.73.149.169 : 14275
11:21	Account: minhtrand20	 Name: sanboss1	 Level: 80	 IP Address: 14.174.119.34 : 50087
11:21	Account: minhtrand20	 Name: sanboss2	 Level: 81	 IP Address: 14.174.119.34 : 50089
11:21	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50610
11:21	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50611
11:21	Account: minhtrand21	 Name: sanboss7	 Level: 80	 IP Address: 14.174.119.34 : 50091
11:22	Account: minhtrand22	 Name: sanboss5	 Level: 80	 IP Address: 14.174.119.34 : 50093
11:22	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50617
11:22	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50618
11:23	Account: minhtrand26	 Name: sanboss11	 Level: 80	 IP Address: 14.174.119.34 : 50098
11:23	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 14.174.119.34 : 50100
11:23	Account: minhtrand20	 Name: sanboss1	 Level: 80	 IP Address: 14.174.119.34 : 50102
11:23	Account: minhtrand20	 Name: sanboss2	 Level: 81	 IP Address: 14.174.119.34 : 50104
11:24	Account: minhtrand21	 Name: sanboss7	 Level: 80	 IP Address: 14.174.119.34 : 50106
11:24	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 14.174.119.34 : 50108
11:24	Account: minhtrand23	 Name: sanboss8	 Level: 81	 IP Address: 14.174.119.34 : 50110
11:24	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 14.174.119.34 : 50112
11:25	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 54936
11:25	Account: minhtrand24	 Name: sanboss9	 Level: 80	 IP Address: 14.174.119.34 : 50115
11:25	Account: minhtrand25	 Name: sanboss10	 Level: 80	 IP Address: 14.174.119.34 : 50117
11:25	Account: minhtrand26	 Name: sanboss11	 Level: 80	 IP Address: 14.174.119.34 : 50120
11:26	Account: minhtrand27	 Name: sanboss13	 Level: 80	 IP Address: 14.174.119.34 : 50122
11:26	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50625
11:26	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50626
11:27	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50628
11:27	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50630
11:30	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 53706
11:32	Account: timlaivohien5	 Name: EyeSmile14	 Level: 80	 IP Address: 14.233.97.112 : 52673
11:33	Account: thangvl6	 Name: 6Vâ®ang	 Level: 101	 IP Address: 183.80.4.211 : 28274
11:34	Account: thangvl6	 Name: 6Vâ®ang	 Level: 101	 IP Address: 183.80.4.211 : 28278
11:35	Account: timlaivohien4	 Name: EyeSmile8	 Level: 80	 IP Address: 14.233.97.112 : 63489
11:39	Account: sarin	 Name: DocXinh6	 Level: 82	 IP Address: 116.110.119.64 : 54720
11:40	Account: sarin	 Name: DocXinh7	 Level: 81	 IP Address: 116.110.119.64 : 55058
11:40	Account: sarin	 Name: DocXinh8	 Level: 81	 IP Address: 116.110.119.64 : 55062
11:41	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 55232
11:41	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 27.73.149.169 : 14319
11:41	Account: banhang1	 Name: 1234566789	 Level: 90	 IP Address: 27.73.149.169 : 14321
11:42	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 100	 IP Address: 183.80.4.211 : 28326
11:42	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 55080
11:43	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 100	 IP Address: 183.80.4.211 : 28333
11:45	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50633
11:45	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50635
11:46	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50638
11:47	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50641
11:53	Account: thangvl1	 Name: DocDoc1	 Level: 80	 IP Address: 183.80.4.211 : 28390
11:54	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 55189
11:57	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 54544
11:58	Account: thangvl10	 Name: 10HáaCaCa	 Level: 101	 IP Address: 183.80.4.211 : 28440
12:1	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50645
12:1	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50647
12:2	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 101	 IP Address: 14.174.119.34 : 50202
12:4	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50652
12:4	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50654
12:4	Account: hiennguyenag11	 Name: DocCoTinhThuy	 Level: 80	 IP Address: 115.78.117.10 : 51270
12:6	Account: hiennguyenag15	 Name: ÙCayTienAG3Ù	 Level: 80	 IP Address: 115.78.117.10 : 51306
12:6	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.160.27 : 49226
12:8	Account: hieuham1994	 Name: §écC«ÙCÇuB¹i	 Level: 82	 IP Address: 27.73.149.169 : 49498
12:9	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 27.73.149.169 : 49500
12:9	Account: kingvl1	 Name: HáaLongCaCa	 Level: 91	 IP Address: 27.73.149.169 : 14345
12:10	Account: kingvl1	 Name: KimLongKAKA	 Level: 81	 IP Address: 27.73.149.169 : 14349
12:10	Account: kingvl2	 Name: HDÙSÇuThiªnThu	 Level: 83	 IP Address: 27.73.149.169 : 14359
12:11	Account: kingvl3	 Name: HDÙNgòÙ§écÙAnhCÈ	 Level: 82	 IP Address: 27.73.149.169 : 14363
12:11	Account: banhang1	 Name: 1234566789	 Level: 90	 IP Address: 27.73.149.169 : 14365
12:11	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50659
12:12	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50661
12:13	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.160.27 : 49270
12:16	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 100	 IP Address: 183.80.4.211 : 28707
12:16	Account: thangvl6	 Name: 6Vâ®ang	 Level: 101	 IP Address: 183.80.4.211 : 28710
12:17	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 100	 IP Address: 183.80.4.211 : 28716
12:18	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49309
12:19	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49345
12:19	Account: thangvl1	 Name: DocDoc1	 Level: 80	 IP Address: 183.80.4.211 : 28727
12:20	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50665
12:20	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50667
12:22	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.189.88.35 : 62752
12:24	Account: thangvl5	 Name: 5TLSuco	 Level: 106	 IP Address: 183.80.4.211 : 28760
12:25	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49350
12:27	Account: tranhoangcham	 Name: KeVoDanh	 Level: 94	 IP Address: 117.3.193.191 : 49464
12:29	Account: thangvl4	 Name: 5§­êngCaCa	 Level: 80	 IP Address: 183.80.4.211 : 28792
12:31	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49357
12:31	Account: tranhoangcham5	 Name: 5docsando	 Level: 80	 IP Address: 117.3.193.191 : 49472
12:31	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50674
12:31	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50676
12:31	Account: thangvl5	 Name: 5TLSuco	 Level: 106	 IP Address: 183.80.4.211 : 28818
12:32	Account: tranhoangcham3	 Name: CaITheAnhung	 Level: 80	 IP Address: 117.3.193.191 : 49475
12:33	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50681
12:33	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50680
12:34	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50687
12:34	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50688
12:36	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50694
12:36	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50695
12:37	Account: dophohk	 Name: HoangKim	 Level: 80	 IP Address: 183.80.160.143 : 51530
12:37	Account: tranhoangcham3	 Name: chuado12	 Level: 80	 IP Address: 117.3.193.191 : 49485
12:37	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49506
12:38	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49508
12:38	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49510
12:39	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49512
12:40	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49606
12:41	Account: tranhoangcham4	 Name: 11111111111	 Level: 80	 IP Address: 117.3.193.191 : 49746
12:41	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 49615
12:41	Account: tranhoangcham5	 Name: bando123	 Level: 80	 IP Address: 117.3.193.191 : 49750
12:44	Account: tranhoangcham1	 Name: Duonggia	 Level: 85	 IP Address: 117.3.193.191 : 49753
12:45	Account: tranhoangcham5	 Name: 5docsando	 Level: 80	 IP Address: 117.3.193.191 : 49761
12:46	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50698
12:46	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50700
12:47	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 119	 IP Address: 27.73.149.169 : 14459
12:47	Account: mapdl1	 Name: §¹tÙMa	 Level: 96	 IP Address: 183.80.160.143 : 51535
12:48	Account: mapdl2	 Name: TiªnÙTö	 Level: 94	 IP Address: 183.80.160.143 : 51537
12:48	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 100	 IP Address: 183.80.160.143 : 51539
12:49	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50703
12:49	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50704
12:50	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 183.80.160.143 : 51542
12:50	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50707
12:50	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50708
12:50	Account: dm0002	 Name: TTTTTTT	 Level: 80	 IP Address: 183.80.160.143 : 51545
12:51	Account: dm0002	 Name: TYYYYY1	 Level: 80	 IP Address: 183.80.160.143 : 51547
12:51	Account: dm0002	 Name: LBÙVSD	 Level: 80	 IP Address: 183.80.160.143 : 51549
12:51	Account: dm0003	 Name: dm0003	 Level: 80	 IP Address: 183.80.160.143 : 51551
12:52	Account: nd0001	 Name: nd0001	 Level: 83	 IP Address: 183.80.160.143 : 51556
12:54	Account: nonhandovip	 Name: DoPhoHoangKim	 Level: 80	 IP Address: 183.80.160.143 : 51561
12:54	Account: tranhoangcham5	 Name: 5docsando	 Level: 80	 IP Address: 117.3.193.191 : 49773
12:54	Account: nonhandovip	 Name: LayÙPhoi	 Level: 80	 IP Address: 183.80.160.143 : 51564
12:54	Account: kingvl3	 Name: HDÙNgòÙ§écÙAnhCÈ	 Level: 82	 IP Address: 27.73.149.169 : 14469
12:55	Account: nonhangiudo	 Name: DoPhoHK	 Level: 80	 IP Address: 183.80.160.143 : 51566
12:55	Account: kingvl5	 Name: HDÙTh¶o	 Level: 87	 IP Address: 27.73.149.169 : 49662
12:56	Account: kingvl1	 Name: HáaLongCaCa	 Level: 92	 IP Address: 27.73.149.169 : 49668
12:56	Account: nonhandophoi	 Name: DoNgon	 Level: 80	 IP Address: 183.80.160.143 : 51569
12:56	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 118	 IP Address: 42.118.58.118 : 53553
12:56	Account: kingvl2	 Name: HDÙSÇuThiªnThu	 Level: 83	 IP Address: 27.73.149.169 : 49670
12:56	Account: banhang1	 Name: 1234566789	 Level: 90	 IP Address: 27.73.149.169 : 49672
12:58	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 99	 IP Address: 42.118.58.118 : 53555
12:58	Account: huynhtrongtri13	 Name: B¨ngS¸tNéiC«ng	 Level: 101	 IP Address: 42.118.58.118 : 53557
12:59	Account: kingvl3	 Name: HDÙNgòÙ§écÙAnhCÈ	 Level: 82	 IP Address: 27.73.149.169 : 14483
12:59	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 111	 IP Address: 42.118.58.118 : 53559
13:2	Account: minhtrand28	 Name: caytien02	 Level: 82	 IP Address: 14.174.119.34 : 50710
13:2	Account: minhtrand29	 Name: Cµytien01	 Level: 83	 IP Address: 14.174.119.34 : 50712
13:4	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 98	 IP Address: 27.73.192.221 : 8329
13:5	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 99	 IP Address: 27.73.192.221 : 8332
13:5	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 100	 IP Address: 27.73.192.221 : 33803
13:6	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 111	 IP Address: 171.241.118.130 : 53322
13:6	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 99	 IP Address: 27.73.192.221 : 8338
13:7	Account: huynhtrongtri17	 Name: MayMAn	 Level: 80	 IP Address: 42.118.58.118 : 53561
13:7	Account: thangvl6	 Name: 6Vâ®ang	 Level: 101	 IP Address: 183.80.4.211 : 28872
13:7	Account: sangtpbrvt6	 Name: SangTp666	 Level: 91	 IP Address: 113.174.82.17 : 51521
13:7	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 100	 IP Address: 27.73.192.221 : 33805
13:7	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 101	 IP Address: 183.80.160.143 : 51579
13:8	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 112	 IP Address: 27.73.192.221 : 33807
13:9	Account: tranhoangcham5	 Name: 5docsando	 Level: 80	 IP Address: 117.3.193.191 : 50051
13:11	Account: sangtpbrvt	 Name: SangTp	 Level: 120	 IP Address: 113.174.82.17 : 49730
13:12	Account: nam92hd10	 Name: Gi÷ÙR¸cÙNo5	 Level: 81	 IP Address: 27.73.192.221 : 8354
13:12	Account: nam92hd6	 Name: Gi÷ÙR¸cÙNo0	 Level: 80	 IP Address: 27.73.192.221 : 8356
13:13	Account: tranhoangcham1	 Name: Duonggia	 Level: 85	 IP Address: 117.3.193.191 : 50315
13:18	Account: thangvl5	 Name: 5TLSuco	 Level: 106	 IP Address: 183.80.4.211 : 28943
13:18	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 100	 IP Address: 42.118.58.118 : 53563
13:18	Account: huynhtrongtri16	 Name: L«iS¸tNéiC«ng	 Level: 102	 IP Address: 42.118.58.118 : 53565
13:22	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 107	 IP Address: 171.231.162.148 : 50121
13:23	Account: sangtpbrvt14	 Name: werwerwerwer	 Level: 80	 IP Address: 113.174.82.17 : 49793
13:23	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 100	 IP Address: 42.118.58.118 : 53567
13:25	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 118	 IP Address: 42.118.58.118 : 53569
13:25	Account: nonhancl	 Name: XÝchLuyÖnÙTiªnTö	 Level: 94	 IP Address: 183.80.160.143 : 51603
13:25	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 87	 IP Address: 183.80.160.143 : 51605
13:25	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 97	 IP Address: 183.80.160.143 : 51607
13:26	Account: nonhannd	 Name: MécÙUyÓnÙThanh	 Level: 85	 IP Address: 183.80.160.143 : 51609
13:29	Account: sangtpbrvt6	 Name: werwerwer	 Level: 80	 IP Address: 113.174.82.17 : 49803
13:31	Account: nam92hd7	 Name: Gi÷ÙR¸cÙNo1	 Level: 81	 IP Address: 27.73.192.221 : 8446
13:32	Account: nam92hd6	 Name: Gi÷ÙR¸c01	 Level: 80	 IP Address: 27.73.192.221 : 8450
13:34	Account: sangtpbrvt1	 Name: SangTp111	 Level: 100	 IP Address: 113.174.82.17 : 49807
13:35	Account: sangtpbrvt2	 Name: SangTp222	 Level: 99	 IP Address: 113.174.82.17 : 49810
13:37	Account: sangtpbrvt3	 Name: money8	 Level: 91	 IP Address: 113.174.82.17 : 49814
13:37	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 99	 IP Address: 42.118.58.118 : 53577
13:37	Account: sangtpbrvt4	 Name: money9	 Level: 92	 IP Address: 113.174.82.17 : 49816
13:39	Account: sangtpbrvt5	 Name: SangTp555	 Level: 96	 IP Address: 113.174.82.17 : 49818
13:40	Account: sangtpbrvt7	 Name: SangTpaaa	 Level: 80	 IP Address: 113.174.82.17 : 49820
13:40	Account: sangtpbrvt7	 Name: SangTpxxx	 Level: 80	 IP Address: 113.174.82.17 : 49822
