0:3	Account: minhvu25091990	 Name: DocXinh	 Level: 81	 IP Address: 116.110.119.64 : 13647
14:35	Account: vunguyen1983	 Name: Thiennhan	 Level: 85	 IP Address: 115.73.16.148 : 55184
14:35	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 95	 IP Address: 113.189.123.125 : 60739
14:35	Account: longyen016	 Name: TNÙCµy	 Level: 90	 IP Address: 14.187.167.3 : 54497
14:35	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 103	 IP Address: 113.189.123.125 : 60740
14:35	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 105	 IP Address: 171.231.196.243 : 49457
14:35	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 103	 IP Address: 117.4.153.2 : 49643
14:35	Account: sangtpbrvt3	 Name: money8	 Level: 82	 IP Address: 113.184.175.82 : 53605
14:35	Account: sangtpbrvt14	 Name: money6	 Level: 85	 IP Address: 113.184.175.82 : 52583
14:35	Account: longyen018	 Name: TNÙVip	 Level: 90	 IP Address: 14.187.167.3 : 54498
14:35	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.159 : 46207
14:35	Account: kingvl5	 Name: HDÙTh¶o	 Level: 86	 IP Address: 118.71.192.89 : 63644
14:35	Account: sangtpbrvt11	 Name: money2	 Level: 85	 IP Address: 113.184.175.82 : 52584
14:35	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 2732
14:35	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.159 : 26005
14:35	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 93	 IP Address: 117.4.153.2 : 49644
14:35	Account: sangtpbrvt4	 Name: money9	 Level: 83	 IP Address: 113.184.175.82 : 53606
14:35	Account: nonhantn3	 Name: ThiªnÙNhÉnÙ03	 Level: 86	 IP Address: 113.161.186.65 : 50663
14:35	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 96	 IP Address: 171.241.118.130 : 49954
14:35	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49398
14:35	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 100	 IP Address: 113.189.123.125 : 60742
14:35	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 96	 IP Address: 113.161.186.65 : 50661
14:35	Account: timlaivohien	 Name: EyeSmile	 Level: 88	 IP Address: 14.233.97.112 : 16097
14:35	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 106	 IP Address: 171.231.196.243 : 49459
14:35	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 101	 IP Address: 183.80.160.143 : 49962
14:35	Account: sangtpbrvt12	 Name: money3	 Level: 84	 IP Address: 113.184.175.82 : 52586
14:35	Account: vunguyen1988	 Name: 111111111	 Level: 93	 IP Address: 115.73.16.148 : 55186
14:37	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49402
14:37	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49404
14:37	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49409
14:37	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49411
14:37	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49413
14:37	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 49415
14:37	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49417
14:37	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49419
14:37	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49421
14:38	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 49423
14:38	Account: minhtrand10	 Name: 32131311	 Level: 80	 IP Address: 14.174.119.34 : 49427
14:38	Account: minhtrand11	 Name: 313133	 Level: 80	 IP Address: 14.174.119.34 : 49429
14:38	Account: minhtrand11	 Name: 443243242	 Level: 80	 IP Address: 14.174.119.34 : 49431
14:39	Account: minhtrand11	 Name: 23123213	 Level: 80	 IP Address: 14.174.119.34 : 49433
14:39	Account: minhtrand12	 Name: 65456464	 Level: 80	 IP Address: 14.174.119.34 : 49435
14:39	Account: minhtrand12	 Name: 322312	 Level: 80	 IP Address: 14.174.119.34 : 49437
14:39	Account: minhtrand12	 Name: 3213131111	 Level: 80	 IP Address: 14.174.119.34 : 49439
14:39	Account: minhtrand13	 Name: 32131111122	 Level: 80	 IP Address: 14.174.119.34 : 49441
14:39	Account: minhtrand13	 Name: 3242400	 Level: 80	 IP Address: 14.174.119.34 : 49443
14:39	Account: minhtrand13	 Name: 31231310	 Level: 80	 IP Address: 14.174.119.34 : 49445
14:39	Account: minhtrand14	 Name: 32131312	 Level: 80	 IP Address: 14.174.119.34 : 49447
14:39	Account: minhtrand14	 Name: 213131	 Level: 80	 IP Address: 14.174.119.34 : 49449
14:40	Account: minhtrand14	 Name: 3113120	 Level: 80	 IP Address: 14.174.119.34 : 49451
14:40	Account: minhtrand15	 Name: 321321	 Level: 80	 IP Address: 14.174.119.34 : 49453
14:40	Account: thoakhungzz1	 Name: XeTiÒn1	 Level: 86	 IP Address: 171.231.196.243 : 49461
14:40	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 171.231.196.243 : 49463
14:40	Account: thoakhungzz1	 Name: FZ1100	 Level: 80	 IP Address: 171.231.196.243 : 49465
14:40	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49456
14:40	Account: thoakhungzz2	 Name: FZ1313	 Level: 80	 IP Address: 171.231.196.243 : 49467
14:41	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49458
14:41	Account: thoakhungzz2	 Name: XeTiÒn2	 Level: 86	 IP Address: 171.231.196.243 : 49469
14:41	Account: thoakhungzz2	 Name: NM®Çubß	 Level: 89	 IP Address: 171.231.196.243 : 49471
14:41	Account: minhtrand15	 Name: 321321	 Level: 80	 IP Address: 14.174.119.34 : 49460
14:41	Account: thoakhungzz3	 Name: Ho¶KúL©n	 Level: 96	 IP Address: 171.231.196.243 : 49473
14:41	Account: minhtrand15	 Name: 3132131	 Level: 80	 IP Address: 14.174.119.34 : 49462
14:41	Account: minhtrand15	 Name: 311323444	 Level: 80	 IP Address: 14.174.119.34 : 49464
14:41	Account: thoakhungzz3	 Name: XeTiÒn3	 Level: 86	 IP Address: 171.231.196.243 : 49475
14:41	Account: thoakhungzz3	 Name: FZ1413	 Level: 80	 IP Address: 171.231.196.243 : 49477
14:41	Account: thoakhungzz4	 Name: XeTiÒn4	 Level: 85	 IP Address: 171.231.196.243 : 49479
14:41	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 171.231.196.243 : 49481
14:41	Account: thoakhungzz4	 Name: FZ1243	 Level: 80	 IP Address: 171.231.196.243 : 49483
14:42	Account: thoakhungzz5	 Name: XeTiÒn5	 Level: 86	 IP Address: 171.231.196.243 : 49485
14:42	Account: thoakhungzz5	 Name: FangLßiCøt	 Level: 91	 IP Address: 171.231.196.243 : 49487
14:42	Account: thoakhungzz5	 Name: FZ2100	 Level: 80	 IP Address: 171.231.196.243 : 49489
14:42	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 98	 IP Address: 171.231.196.243 : 49491
14:42	Account: thoakhungz3	 Name: BFZ1200	 Level: 80	 IP Address: 171.231.196.243 : 49493
14:42	Account: thoakhungz3	 Name: FF0219	 Level: 80	 IP Address: 171.231.196.243 : 49495
14:43	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49478
14:45	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 101	 IP Address: 171.231.196.243 : 49497
14:48	Account: luukt53	 Name: NgoalongVD	 Level: 123	 IP Address: 123.25.218.214 : 47647
14:50	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 115.75.51.168 : 47676
14:50	Account: luukt53	 Name: NgoalongVD	 Level: 123	 IP Address: 113.176.144.109 : 53522
14:50	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 14.174.119.34 : 49488
14:54	Account: thangvl1	 Name: DongBangsat	 Level: 80	 IP Address: 118.70.81.103 : 3813
14:55	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 118.70.81.103 : 3820
14:56	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.70.81.103 : 3826
14:57	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 118.70.81.103 : 3829
14:57	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 97	 IP Address: 118.70.81.103 : 3831
14:58	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.70.81.103 : 3836
15:0	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 118.70.81.103 : 3841
15:2	Account: nonhandm	 Name: VuaÙ§ÆtÙBoom	 Level: 88	 IP Address: 183.80.160.143 : 49979
15:2	Account: nonhandm	 Name: VuaÙ§ÆtÙBoom	 Level: 88	 IP Address: 183.80.160.143 : 49981
15:3	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 118.70.81.103 : 3845
15:5	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 49520
15:6	Account: namcung1	 Name: BadÙBoy	 Level: 1	 IP Address: 116.105.229.104 : 50222
15:7	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 97	 IP Address: 118.70.81.103 : 3853
15:10	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.70.81.103 : 3864
15:12	Account: namcung1	 Name: ÙCrazyÙ	 Level: 1	 IP Address: 116.105.229.104 : 50251
15:14	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 97	 IP Address: 118.70.81.103 : 3913
15:20	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 100	 IP Address: 118.70.81.103 : 3928
15:20	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.70.81.103 : 3931
15:21	Account: thangvl1	 Name: DocDoc1	 Level: 80	 IP Address: 118.70.81.103 : 3935
15:22	Account: vunguyen1989	 Name: khongbietten	 Level: 94	 IP Address: 115.73.16.148 : 56072
15:22	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 96	 IP Address: 171.241.118.130 : 2453
15:22	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 99	 IP Address: 171.241.118.130 : 49994
15:22	Account: longyen016	 Name: TNÙCµy	 Level: 90	 IP Address: 14.187.167.3 : 54585
15:22	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 102	 IP Address: 183.80.160.143 : 50022
15:22	Account: longyen017	 Name: VipÙTN	 Level: 91	 IP Address: 14.187.167.3 : 54584
15:22	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.176.144.109 : 53785
15:22	Account: vunguyen1986	 Name: 5555555	 Level: 83	 IP Address: 115.73.16.148 : 56073
15:22	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 94	 IP Address: 113.189.123.125 : 60774
15:22	Account: luukt53	 Name: NgoalongVD	 Level: 123	 IP Address: 113.176.144.109 : 53786
15:22	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 97	 IP Address: 27.73.192.221 : 2826
15:22	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 102	 IP Address: 171.231.196.243 : 49529
15:22	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 100	 IP Address: 113.189.123.125 : 60775
15:22	Account: sangtpbrvt1	 Name: SangTp111	 Level: 97	 IP Address: 113.184.175.82 : 55087
15:22	Account: kingvl1	 Name: KimLongKAKA	 Level: 81	 IP Address: 118.71.192.89 : 37486
15:22	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 103	 IP Address: 113.189.123.125 : 60776
15:22	Account: sangtpbrvt5	 Name: SangTp555	 Level: 90	 IP Address: 113.184.175.82 : 52626
15:22	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.70.81.103 : 3950
15:22	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 98	 IP Address: 27.73.192.221 : 18199
15:22	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 106	 IP Address: 117.4.153.2 : 49733
15:22	Account: vubluish	 Name: truongchannhan	 Level: 92	 IP Address: 42.115.137.159 : 3575
15:22	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 105	 IP Address: 171.231.196.243 : 49530
15:22	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 18201
15:22	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 2828
15:22	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49557
15:22	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 49558
15:22	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 93	 IP Address: 117.4.153.2 : 49734
15:23	Account: kingvl5	 Name: HDÙTh¶o	 Level: 86	 IP Address: 118.71.192.89 : 36509
15:23	Account: sangtpbrvt10	 Name: money111	 Level: 86	 IP Address: 113.184.175.82 : 52629
15:23	Account: sangtpbrvt12	 Name: money3	 Level: 84	 IP Address: 113.184.175.82 : 52630
15:23	Account: longyen018	 Name: TNÙVip	 Level: 91	 IP Address: 14.187.167.3 : 54588
15:23	Account: sangtpbrvt9	 Name: money10	 Level: 83	 IP Address: 113.184.175.82 : 55091
15:23	Account: xuxuka07	 Name: KaTaNa7	 Level: 92	 IP Address: 118.68.5.193 : 48261
15:23	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.159 : 29697
15:23	Account: longyen014	 Name: TNÙCñaÙLong	 Level: 96	 IP Address: 14.187.167.3 : 54590
15:23	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 103	 IP Address: 171.231.196.243 : 49532
15:23	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 98	 IP Address: 183.80.160.143 : 50024
15:23	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 37730
15:23	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 54592
15:23	Account: banhang1	 Name: 1234566789	 Level: 84	 IP Address: 118.71.192.89 : 42624
15:23	Account: vunguyen1988	 Name: 111111111	 Level: 93	 IP Address: 115.73.16.148 : 56075
15:23	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.159 : 44782
15:23	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 95	 IP Address: 113.189.123.125 : 60779
15:23	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 98	 IP Address: 27.73.192.221 : 2832
15:23	Account: xuxuka01	 Name: OÙNyÙNoNgÙNoiÙO	 Level: 101	 IP Address: 118.68.5.193 : 53170
15:23	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 95	 IP Address: 113.189.123.125 : 60780
15:23	Account: xuxuka010	 Name: KaTaNa10	 Level: 92	 IP Address: 118.68.5.193 : 9220
15:23	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 120	 IP Address: 183.80.160.143 : 50027
15:23	Account: sangtpbrvt2	 Name: SangTp222	 Level: 95	 IP Address: 113.184.175.82 : 55094
15:23	Account: sangtpbrvt11	 Name: money2	 Level: 85	 IP Address: 113.184.175.82 : 52632
15:23	Account: nonhantn3	 Name: ThiªnÙNhÉnÙ03	 Level: 86	 IP Address: 113.165.166.236 : 50681
15:23	Account: nonhandm	 Name: VuaÙ§ÆtÙBoom	 Level: 88	 IP Address: 183.80.160.143 : 50028
15:23	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 109	 IP Address: 171.231.196.243 : 49535
15:23	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 92	 IP Address: 117.4.153.2 : 49736
15:23	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 104	 IP Address: 171.231.196.243 : 49536
15:23	Account: timlaivohien1	 Name: EyeSmile2	 Level: 85	 IP Address: 14.233.97.112 : 45345
15:23	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 100	 IP Address: 171.241.118.130 : 2457
15:23	Account: sangtpbrvt14	 Name: money6	 Level: 85	 IP Address: 113.184.175.82 : 52634
15:23	Account: sangtpbrvt3	 Name: money8	 Level: 82	 IP Address: 113.184.175.82 : 55097
15:23	Account: sangtpbrvt4	 Name: money9	 Level: 83	 IP Address: 113.184.175.82 : 55098
15:23	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 99	 IP Address: 171.241.118.130 : 49998
15:23	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 99	 IP Address: 27.73.192.221 : 2834
15:23	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 14.174.119.34 : 49562
15:23	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 109	 IP Address: 118.71.192.89 : 15409
15:23	Account: xuxuka08	 Name: KaTaNa8	 Level: 92	 IP Address: 118.68.5.193 : 32431
15:23	Account: timlaivohien2	 Name: EyeSmile6	 Level: 85	 IP Address: 14.233.97.112 : 45441
15:23	Account: nonhantn2	 Name: ThiªnÙNhÉnÙ02	 Level: 87	 IP Address: 113.165.166.236 : 50683
15:23	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 103	 IP Address: 117.4.153.2 : 49739
15:23	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 106	 IP Address: 171.231.196.243 : 49538
15:23	Account: xuxuka09	 Name: KaTaNa09	 Level: 92	 IP Address: 118.68.5.193 : 42362
15:23	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 101	 IP Address: 183.80.160.143 : 50031
15:23	Account: longyen010	 Name: BXÙLong	 Level: 102	 IP Address: 14.187.167.3 : 54594
15:23	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 93	 IP Address: 117.4.153.2 : 49740
15:23	Account: vunguyen1983	 Name: Thiennhan	 Level: 85	 IP Address: 115.73.16.148 : 56078
15:23	Account: sangtpbrvt15	 Name: money7	 Level: 83	 IP Address: 113.184.175.82 : 55101
15:23	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 101	 IP Address: 183.80.160.143 : 50032
15:23	Account: vunguyen1984	 Name: BinBin	 Level: 85	 IP Address: 115.73.16.148 : 56079
15:23	Account: sangtpbrvt	 Name: SangTp	 Level: 113	 IP Address: 113.184.175.82 : 52636
15:23	Account: timlaivohien	 Name: EyeSmile	 Level: 88	 IP Address: 14.233.97.112 : 45569
15:23	Account: kingvl4	 Name: HDÙbuff	 Level: 86	 IP Address: 118.71.192.89 : 33782
15:23	Account: xuxuka06	 Name: KaTaNa06	 Level: 93	 IP Address: 118.68.5.193 : 49499
15:23	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 100	 IP Address: 171.241.118.130 : 2461
15:23	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 107	 IP Address: 171.241.118.130 : 50002
15:23	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 95	 IP Address: 113.189.123.125 : 60782
15:23	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 96	 IP Address: 113.165.166.236 : 50685
15:23	Account: timlaivohien3	 Name: EyeSmile7	 Level: 83	 IP Address: 14.233.97.112 : 45953
15:23	Account: luukt53	 Name: NgoalongVD	 Level: 123	 IP Address: 113.176.144.109 : 53788
15:26	Account: thangvl4	 Name: 5§­êngCaCa	 Level: 80	 IP Address: 118.70.81.103 : 3964
15:26	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49571
15:27	Account: thangvl3	 Name: sdfdsfdsf	 Level: 80	 IP Address: 118.70.81.103 : 3970
15:27	Account: thangvl2	 Name: SetSetSÐt	 Level: 80	 IP Address: 118.70.81.103 : 3973
15:27	Account: thangvl1	 Name: DocDoc1	 Level: 80	 IP Address: 118.70.81.103 : 3975
15:27	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 49575
15:28	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49577
15:28	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 118.70.81.103 : 3978
15:28	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49579
15:28	Account: minhtrand16	 Name: 313123	 Level: 80	 IP Address: 14.174.119.34 : 49582
15:28	Account: minhtrand16	 Name: 32131321	 Level: 80	 IP Address: 14.174.119.34 : 49584
15:28	Account: minhtrand15	 Name: 321321	 Level: 80	 IP Address: 14.174.119.34 : 49586
15:29	Account: phamtungdhv6	 Name: ZzYunazZ	 Level: 93	 IP Address: 113.190.139.142 : 38803
15:29	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49588
15:32	Account: luukt53	 Name: NgoalongVD	 Level: 123	 IP Address: 123.25.218.214 : 48387
15:33	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 123.25.218.214 : 48414
15:34	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 14.174.119.34 : 49597
15:37	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 118.70.81.103 : 4057
15:39	Account: minhtrand20	 Name: sanboss1	 Level: 80	 IP Address: 14.174.119.34 : 49602
15:39	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 100	 IP Address: 14.174.119.34 : 49604
15:41	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 14.174.119.34 : 49608
15:41	Account: sarin1990	 Name: DocDepGhe	 Level: 81	 IP Address: 116.110.119.64 : 51055
15:42	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 51062
15:43	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 94	 IP Address: 113.190.139.142 : 56998
15:45	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 14.174.119.34 : 49619
15:45	Account: bando01	 Name: VinhLong03	 Level: 80	 IP Address: 113.176.144.109 : 54137
15:45	Account: longyen011	 Name: ooooooo	 Level: 1	 IP Address: 14.187.167.3 : 54619
15:45	Account: bando02	 Name: VinhLong04	 Level: 80	 IP Address: 113.176.144.109 : 54141
15:45	Account: bando03	 Name: VinhLong003	 Level: 80	 IP Address: 113.176.144.109 : 54145
15:45	Account: bando04	 Name: VinhLong004	 Level: 80	 IP Address: 113.176.144.109 : 54147
15:45	Account: bando05	 Name: BanDo05	 Level: 80	 IP Address: 113.176.144.109 : 54150
15:46	Account: bando06	 Name: BanDo06	 Level: 80	 IP Address: 113.176.144.109 : 54152
15:46	Account: bando07	 Name: BanDo07	 Level: 80	 IP Address: 113.176.144.109 : 54156
15:46	Account: bando08	 Name: BanDo08	 Level: 80	 IP Address: 113.176.144.109 : 54160
15:46	Account: bando09	 Name: BanDo09	 Level: 80	 IP Address: 113.176.144.109 : 54162
15:47	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49625
15:47	Account: ngocbich02	 Name: sanboss02	 Level: 80	 IP Address: 113.176.144.109 : 54170
15:47	Account: ngocbich03	 Name: VinhLong01	 Level: 80	 IP Address: 113.176.144.109 : 54179
15:47	Account: minhtrand10	 Name: 32131311	 Level: 80	 IP Address: 14.174.119.34 : 49627
15:47	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 49629
15:47	Account: ngocbich04	 Name: VinhLong02	 Level: 80	 IP Address: 113.176.144.109 : 54182
15:48	Account: longyen011	 Name: ChuaÙTT	 Level: 1	 IP Address: 14.187.167.3 : 54629
15:48	Account: minhtrand10	 Name: trumaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49632
15:50	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 14.174.119.34 : 49637
15:50	Account: luukt54	 Name: NgoalongNM	 Level: 104	 IP Address: 123.25.218.214 : 48668
15:51	Account: minhtrand29	 Name: 321313111122	 Level: 1	 IP Address: 14.174.119.34 : 49642
15:51	Account: sarin1	 Name: DocXinh9	 Level: 81	 IP Address: 116.110.119.64 : 51146
15:52	Account: sarin1	 Name: DocXinh10	 Level: 81	 IP Address: 116.110.119.64 : 59789
15:52	Account: sarin1	 Name: DocXinh11	 Level: 81	 IP Address: 116.110.119.64 : 51153
15:53	Account: sarin	 Name: DocXinh6	 Level: 81	 IP Address: 116.110.119.64 : 59852
15:53	Account: sarin	 Name: DocXinh7	 Level: 81	 IP Address: 116.110.119.64 : 59853
15:53	Account: sarin	 Name: DocXinh8	 Level: 81	 IP Address: 116.110.119.64 : 51170
15:54	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 54637
15:54	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 14.174.119.34 : 49649
15:54	Account: saluci	 Name: DocXinh3	 Level: 81	 IP Address: 116.110.119.64 : 51180
15:54	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 14.174.119.34 : 49651
15:54	Account: saluci	 Name: DocXinh5	 Level: 81	 IP Address: 116.110.119.64 : 51182
15:54	Account: saluci	 Name: DocXinh4	 Level: 81	 IP Address: 116.110.119.64 : 60205
15:54	Account: phamtungdhv1	 Name: ZzTungpszZ	 Level: 92	 IP Address: 113.190.139.142 : 41097
15:54	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 14.174.119.34 : 49653
15:55	Account: minhtrand8	 Name: 313131	 Level: 80	 IP Address: 14.174.119.34 : 49655
15:55	Account: vu25091990	 Name: XinhGai21	 Level: 81	 IP Address: 116.110.119.64 : 60268
15:55	Account: longyen012	 Name: NMÙCñaÙLong	 Level: 92	 IP Address: 14.187.167.3 : 54640
15:55	Account: minhtrand8	 Name: cuopcuop	 Level: 80	 IP Address: 14.174.119.34 : 49658
15:55	Account: minhtrand9	 Name: 3213131	 Level: 80	 IP Address: 14.174.119.34 : 49660
15:55	Account: minhtrand9	 Name: talaancuop	 Level: 80	 IP Address: 14.174.119.34 : 49662
15:55	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49664
15:56	Account: vu25091990	 Name: DocXinh22	 Level: 81	 IP Address: 116.110.119.64 : 51202
15:56	Account: phamtungdhv2	 Name: ZzNgocCuxizZ	 Level: 90	 IP Address: 113.190.139.142 : 41259
15:57	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 51211
15:57	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 106	 IP Address: 117.4.153.2 : 49270
15:57	Account: phamtungdhv4	 Name: ZzJindozZ	 Level: 90	 IP Address: 113.190.139.142 : 41285
