0:1	Account: hetpjn1992	 Name: Notail	 Level: 80	 IP Address: 171.250.251.163 : 65190
16:28	Account: xuxuka20	 Name: OÙNyÙNogÙNoiÙO	 Level: 80	 IP Address: 1.54.8.223 : 59571
16:28	Account: sarin2	 Name: DocXinh14	 Level: 80	 IP Address: 42.119.136.199 : 52125
16:29	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 42.119.136.199 : 52127
16:30	Account: nonhangiudo	 Name: DoPhoHK	 Level: 80	 IP Address: 118.68.135.141 : 52607
16:30	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 42.119.136.199 : 52129
16:30	Account: sarin3	 Name: DocXinh17	 Level: 80	 IP Address: 42.119.136.199 : 52132
16:31	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 42.119.136.199 : 52135
16:31	Account: dophohk	 Name: HoangKim	 Level: 80	 IP Address: 118.68.135.141 : 52613
16:32	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 117.4.153.2 : 49396
16:32	Account: sarin4	 Name: DocXinh18	 Level: 80	 IP Address: 42.119.136.199 : 52139
16:32	Account: taodeohieu	 Name: ConLonDe1	 Level: 87	 IP Address: 14.235.12.208 : 1309
16:32	Account: sangtpbrvt1	 Name: SangTp111	 Level: 93	 IP Address: 171.249.86.126 : 63461
16:33	Account: sarin4	 Name: DocXinh19	 Level: 80	 IP Address: 42.119.136.199 : 52143
16:33	Account: th115	 Name: S¨nÙBossÙ01	 Level: 80	 IP Address: 117.4.153.2 : 49400
16:33	Account: ngocbich01	 Name: sanboss01	 Level: 90	 IP Address: 113.176.144.109 : 55952
16:33	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 100	 IP Address: 116.99.167.107 : 49202
16:34	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 102	 IP Address: 42.119.136.199 : 52161
16:36	Account: sangtpbrvt	 Name: SangTp	 Level: 106	 IP Address: 171.249.86.126 : 63475
16:37	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 96	 IP Address: 118.68.135.141 : 52635
16:40	Account: sangtpbrvt1	 Name: SangTp111	 Level: 93	 IP Address: 171.249.86.126 : 63483
16:42	Account: minhvu25091990	 Name: Kamikaze	 Level: 81	 IP Address: 116.110.119.64 : 50973
16:43	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 14.174.119.34 : 49237
16:43	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49240
16:43	Account: minhtrand7	 Name: 3143242	 Level: 80	 IP Address: 14.174.119.34 : 49243
16:44	Account: thangvl5	 Name: 5TLSuco	 Level: 100	 IP Address: 118.70.81.103 : 21145
16:47	Account: th113	 Name: ManhÙDoÙPho	 Level: 80	 IP Address: 117.4.153.2 : 49421
16:48	Account: thaocanh113	 Name: ThienÙNha	 Level: 92	 IP Address: 117.4.153.2 : 49424
16:49	Account: sarin4	 Name: DocXinh18	 Level: 80	 IP Address: 116.110.119.64 : 34016
16:50	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 117.4.153.2 : 49428
16:51	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 91	 IP Address: 117.4.153.2 : 49431
16:51	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 116.110.119.64 : 34705
16:51	Account: sarin4	 Name: DocXinh19	 Level: 80	 IP Address: 116.110.119.64 : 51054
16:51	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 116.110.119.64 : 34737
16:52	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 116.110.119.64 : 51066
16:52	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 91	 IP Address: 117.4.153.2 : 49436
16:52	Account: sarin3	 Name: DocXinh17	 Level: 80	 IP Address: 116.110.119.64 : 34104
16:52	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 34424
16:52	Account: ngocbichtl	 Name: ExciterTL	 Level: 89	 IP Address: 113.176.144.109 : 56145
16:53	Account: sarin2	 Name: DocXinh14	 Level: 80	 IP Address: 116.110.119.64 : 34452
16:53	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 91	 IP Address: 117.4.153.2 : 49439
16:53	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 116.110.119.64 : 33844
16:53	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 116.110.119.64 : 34356
16:53	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 94	 IP Address: 118.68.135.141 : 52741
16:54	Account: nonhancl	 Name: XÝchLuyÖnÙTiªnTö	 Level: 94	 IP Address: 118.68.135.141 : 52743
16:54	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 116.110.119.64 : 34740
16:54	Account: vu25091990	 Name: XinhGai21	 Level: 81	 IP Address: 116.110.119.64 : 34036
16:56	Account: sarin4	 Name: DocXinh20	 Level: 81	 IP Address: 116.110.119.64 : 34514
16:56	Account: nonhandophoi	 Name: DoPhoi1	 Level: 80	 IP Address: 118.68.135.141 : 52748
16:57	Account: sarin4	 Name: DocXinh18	 Level: 80	 IP Address: 116.110.119.64 : 34731
16:57	Account: sarin4	 Name: DocXinh19	 Level: 80	 IP Address: 116.110.119.64 : 51131
16:58	Account: sarin3	 Name: DocXinh16	 Level: 81	 IP Address: 116.110.119.64 : 34714
17:3	Account: dophohk	 Name: TTÙTHBT	 Level: 80	 IP Address: 118.68.135.141 : 52764
17:3	Account: dm0002	 Name: TTTTTTT	 Level: 80	 IP Address: 118.68.135.141 : 52766
17:6	Account: nonhandophoi	 Name: DoPhoi1	 Level: 80	 IP Address: 118.68.135.141 : 52771
17:8	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 104	 IP Address: 117.4.153.2 : 49473
17:9	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49476
17:10	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49481
17:10	Account: longyen010	 Name: BXÙLong	 Level: 96	 IP Address: 14.187.167.3 : 49171
17:11	Account: thaocanh113	 Name: ThienÙNha	 Level: 92	 IP Address: 117.4.153.2 : 49484
17:11	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 117.4.153.2 : 49486
17:13	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 91	 IP Address: 117.4.153.2 : 49490
17:14	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 91	 IP Address: 117.4.153.2 : 49493
17:15	Account: dophohk	 Name: TTÙTHBT	 Level: 80	 IP Address: 118.68.135.141 : 52794
17:22	Account: longyen011	 Name: MrÙLong	 Level: 91	 IP Address: 14.187.167.3 : 49212
17:22	Account: luukt53	 Name: NgoalongVD	 Level: 114	 IP Address: 123.25.218.214 : 50857
17:25	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 113	 IP Address: 123.25.218.214 : 38876
17:27	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 100	 IP Address: 27.79.43.143 : 52525
17:29	Account: luukt56	 Name: NgoalongND	 Level: 93	 IP Address: 123.25.218.214 : 50974
17:32	Account: luukt55	 Name: NgoalongCB	 Level: 94	 IP Address: 123.25.218.214 : 51034
17:34	Account: luukt53	 Name: NgoalongVD	 Level: 114	 IP Address: 123.25.218.214 : 51078
17:37	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 102	 IP Address: 58.187.67.214 : 35241
17:43	Account: building1987	 Name: TayÙCh¬iÙBèÙGiµÙ	 Level: 80	 IP Address: 27.79.43.143 : 52555
17:43	Account: sangtpbrvt	 Name: SangTp	 Level: 106	 IP Address: 171.249.86.126 : 49793
17:44	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 100	 IP Address: 27.79.43.143 : 52563
17:45	Account: voanhkhoa	 Name: Ph¸Gi¸p§écC«	 Level: 82	 IP Address: 27.2.129.199 : 27303
17:45	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 100	 IP Address: 27.79.43.143 : 52570
17:47	Account: sangtpbrvt6	 Name: SangTp666	 Level: 91	 IP Address: 171.249.86.126 : 49837
17:50	Account: building1987	 Name: TayÙCh¬iÙBèÙGiµ	 Level: 80	 IP Address: 27.79.43.143 : 52581
17:50	Account: xebmt001	 Name: XeÙN­ícÙMÝa	 Level: 92	 IP Address: 27.79.43.143 : 52583
17:56	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 102	 IP Address: 58.187.67.214 : 46646
17:57	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 102	 IP Address: 58.187.67.214 : 50524
17:59	Account: xebmt002	 Name: XeÙN­ícÙMÝa2	 Level: 92	 IP Address: 27.79.43.143 : 52607
18:0	Account: sangtpbrvt2	 Name: SangTp222	 Level: 92	 IP Address: 171.249.86.126 : 49864
18:3	Account: sangtpbrvt3	 Name: SangTp333	 Level: 91	 IP Address: 171.249.86.126 : 49871
18:4	Account: kingvl1	 Name: HáaLongCaCa	 Level: 87	 IP Address: 58.187.67.214 : 1412
18:5	Account: sangtpbrvt4	 Name: SangTp444	 Level: 92	 IP Address: 171.249.86.126 : 49875
18:5	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 92	 IP Address: 118.68.135.141 : 52937
18:7	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 96	 IP Address: 118.68.135.141 : 52946
18:9	Account: sangtpbrvt5	 Name: SangTp5	 Level: 80	 IP Address: 171.249.86.126 : 49881
18:11	Account: sangtpbrvt	 Name: SangTp	 Level: 106	 IP Address: 171.249.86.126 : 49886
18:12	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 94	 IP Address: 118.68.135.141 : 52963
18:12	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 118.68.135.141 : 52968
18:13	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 118.68.135.141 : 52970
18:13	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 91	 IP Address: 118.68.135.141 : 52974
18:15	Account: nonhancl	 Name: XÝchLuyÖnÙTiªnTö	 Level: 94	 IP Address: 118.68.135.141 : 52988
18:18	Account: sangtpbrvt5	 Name: SangTp5	 Level: 80	 IP Address: 171.249.86.126 : 49897
18:21	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 109	 IP Address: 118.68.135.141 : 53013
18:22	Account: huy1712	 Name: ¡nÙMµyÙV­¬ngÙGia	 Level: 102	 IP Address: 171.232.181.167 : 64725
18:22	Account: dophohk	 Name: TTÙTHBT	 Level: 80	 IP Address: 118.68.135.141 : 53016
18:23	Account: luukt54	 Name: NgoalongNM	 Level: 91	 IP Address: 123.25.218.214 : 52169
18:23	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 92	 IP Address: 118.68.135.141 : 53019
18:23	Account: tranhoangcham	 Name: KeVoDanh	 Level: 88	 IP Address: 14.240.144.233 : 1331
18:25	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 96	 IP Address: 118.68.135.141 : 53027
18:25	Account: luukt51	 Name: NgoaLongTN	 Level: 90	 IP Address: 123.25.218.214 : 52208
18:25	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 94	 IP Address: 118.68.135.141 : 53031
18:25	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 92	 IP Address: 118.68.135.141 : 53034
18:25	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 100	 IP Address: 116.99.167.107 : 49460
18:25	Account: tranhoangcham3	 Name: CaITheAnhung	 Level: 80	 IP Address: 14.240.144.233 : 1333
18:25	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 91	 IP Address: 118.68.135.141 : 53036
18:25	Account: nonhanvd	 Name: Tr­¬ngÙCh©nÙNh©n	 Level: 80	 IP Address: 118.68.135.141 : 53039
18:26	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 81	 IP Address: 118.68.135.141 : 53041
18:26	Account: dm0001	 Name: dm0001	 Level: 84	 IP Address: 118.68.135.141 : 53045
18:26	Account: nd0001	 Name: nd0001	 Level: 82	 IP Address: 118.68.135.141 : 53048
18:27	Account: mapdl1	 Name: §¹tÙMa	 Level: 92	 IP Address: 118.68.135.141 : 53050
18:27	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 116.99.167.107 : 49463
18:27	Account: mapdl2	 Name: TiªnÙTö	 Level: 90	 IP Address: 118.68.135.141 : 53053
18:30	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 49469
18:30	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 116.99.167.107 : 49471
18:33	Account: luukt52	 Name: NgoalongTN	 Level: 90	 IP Address: 123.25.218.214 : 52385
18:33	Account: tranhoangcham	 Name: KeVoDanh	 Level: 88	 IP Address: 14.240.144.233 : 1519
18:34	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 97	 IP Address: 116.99.167.107 : 49476
18:35	Account: luukt55	 Name: NgoalongCB	 Level: 94	 IP Address: 123.25.218.214 : 52448
18:35	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 80	 IP Address: 14.240.144.233 : 1594
18:35	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 101	 IP Address: 27.79.43.143 : 52670
18:37	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 116.99.167.107 : 49561
18:37	Account: tranhoangcham1	 Name: Duonggia	 Level: 81	 IP Address: 14.240.144.233 : 1618
18:37	Account: longyen019	 Name: HTÙVip	 Level: 83	 IP Address: 14.187.167.3 : 49308
18:37	Account: thangvl5	 Name: 5TLSuco	 Level: 100	 IP Address: 118.70.81.103 : 22249
18:37	Account: longyen019	 Name: qweqweewq	 Level: 1	 IP Address: 14.187.167.3 : 49310
18:38	Account: longyen019	 Name: qewwwwwwww	 Level: 1	 IP Address: 14.187.167.3 : 49313
18:39	Account: ngocminhthu2	 Name: GinÙMéc	 Level: 91	 IP Address: 123.28.236.107 : 49265
18:40	Account: ngocbichtl	 Name: ExciterTL	 Level: 90	 IP Address: 113.176.144.109 : 56999
18:41	Account: quocbaobp1	 Name: ®«ccoc	 Level: 81	 IP Address: 27.79.43.143 : 52680
18:43	Account: nonhandophoi	 Name: DoNgon	 Level: 80	 IP Address: 118.68.135.141 : 53086
18:44	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 116.99.167.107 : 49569
18:44	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 116.99.167.107 : 49571
18:45	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 100	 IP Address: 116.99.167.107 : 49577
18:46	Account: nonhandophoi	 Name: DoNgon	 Level: 80	 IP Address: 118.68.135.141 : 53093
18:49	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 92	 IP Address: 117.1.61.19 : 1046
18:51	Account: vodaigiau	 Name: ÙÙNhãcÙSockÙ159	 Level: 1	 IP Address: 27.74.181.162 : 55369
18:52	Account: xebmt001	 Name: XeÙN­ícÙMÝa	 Level: 92	 IP Address: 27.79.43.143 : 52700
18:52	Account: tranhoangcham1	 Name: Duonggia	 Level: 81	 IP Address: 14.240.144.233 : 1877
18:53	Account: sangtpbrvt5	 Name: SangTp5	 Level: 80	 IP Address: 171.249.86.126 : 49947
18:53	Account: xebmt2	 Name: santhoi	 Level: 80	 IP Address: 27.79.43.143 : 52705
18:54	Account: ngocbichtl	 Name: ExciterTL	 Level: 105	 IP Address: 113.176.144.109 : 57109
18:54	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 100	 IP Address: 117.1.61.19 : 1100
18:54	Account: nonhandovip	 Name: DoPhoHoangKim	 Level: 80	 IP Address: 118.68.135.141 : 53130
18:54	Account: banhang	 Name: 0988207491	 Level: 80	 IP Address: 58.187.67.214 : 41072
18:55	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 93	 IP Address: 117.1.61.19 : 21633
18:55	Account: banhang1	 Name: 0988207491t	 Level: 80	 IP Address: 58.187.67.214 : 17985
18:55	Account: sangtpbrvt6	 Name: SangTp666	 Level: 91	 IP Address: 171.249.86.126 : 49953
18:55	Account: xebmt2	 Name: r2g2r2ggg	 Level: 80	 IP Address: 27.79.43.143 : 52711
18:56	Account: kingvl2	 Name: HDÙSÇuThiªnThu	 Level: 83	 IP Address: 58.187.67.214 : 3643
18:57	Account: kingvl3	 Name: HDÙNgòÙ§écÙAnhCÈ	 Level: 82	 IP Address: 58.187.67.214 : 47088
18:57	Account: nonhandovip	 Name: DoPhoHoangKim	 Level: 80	 IP Address: 118.68.135.141 : 53134
18:57	Account: xebmt2	 Name: fr1f5r51fr	 Level: 80	 IP Address: 27.79.43.143 : 52717
18:58	Account: kingvl4	 Name: HDÙbuff	 Level: 85	 IP Address: 58.187.67.214 : 5880
18:58	Account: kingvl5	 Name: HDÙTh¶o	 Level: 85	 IP Address: 58.187.67.214 : 17124
18:59	Account: vodaigiau1	 Name: SennyBui6692	 Level: 1	 IP Address: 27.74.181.162 : 55463
19:0	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 94	 IP Address: 117.1.61.19 : 1133
19:2	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 93	 IP Address: 117.1.61.19 : 1138
19:2	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 102	 IP Address: 58.187.67.214 : 38260
19:2	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 91	 IP Address: 117.1.61.19 : 21731
19:3	Account: longyen013	 Name: DMÙCñaÙLong	 Level: 90	 IP Address: 14.187.167.3 : 49348
19:3	Account: vodaigiau	 Name: ÙÙNhãcÙSockÙ159	 Level: 80	 IP Address: 27.74.181.162 : 55527
19:4	Account: longyen014	 Name: TNÙCñaÙLong	 Level: 90	 IP Address: 14.187.167.3 : 49351
19:4	Account: vodaigiau1	 Name: SennyBui6692	 Level: 80	 IP Address: 27.74.181.162 : 55534
19:4	Account: longyen012	 Name: NMÙCñaÙLong	 Level: 90	 IP Address: 14.187.167.3 : 49353
19:4	Account: vodaigiau	 Name: ÙÙNhãcÙSockÙ159	 Level: 80	 IP Address: 27.74.181.162 : 55541
19:5	Account: tranhoangcham1	 Name: Duonggia	 Level: 81	 IP Address: 14.240.144.233 : 2087
19:6	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 102	 IP Address: 58.187.67.214 : 43276
19:6	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 115	 IP Address: 27.79.43.143 : 52741
19:6	Account: vodaigiau2	 Name: ÙN¸tÙAssÙConÙRåi	 Level: 1	 IP Address: 27.74.181.162 : 55571
19:7	Account: ngocminhthu2	 Name: GinÙMéc	 Level: 91	 IP Address: 123.28.236.107 : 50132
19:8	Account: vodaigiau2	 Name: ÙN¸tÙAssÙConÙRåi	 Level: 80	 IP Address: 27.74.181.162 : 55588
19:12	Account: vodaigiau3	 Name: ÙBuffÙBuff	 Level: 1	 IP Address: 27.74.181.162 : 55622
19:13	Account: xebmt3	 Name: eeeeeeerr	 Level: 80	 IP Address: 27.79.43.143 : 52758
19:13	Account: xebmt7	 Name: chaudjd	 Level: 80	 IP Address: 27.79.43.143 : 52760
19:14	Account: sangtpbrvt2	 Name: SangTp222	 Level: 92	 IP Address: 171.249.86.126 : 49978
19:15	Account: sangtpbrvt3	 Name: SangTp333	 Level: 91	 IP Address: 171.249.86.126 : 49980
19:15	Account: sangtpbrvt4	 Name: SangTp444	 Level: 92	 IP Address: 171.249.86.126 : 49983
19:15	Account: vodaigiau4	 Name: ÙBeDauConRoi	 Level: 1	 IP Address: 27.74.181.162 : 55648
19:15	Account: sangtpbrvt6	 Name: SangTp666	 Level: 91	 IP Address: 171.249.86.126 : 49986
19:18	Account: vodaigiau5	 Name: DocLamNhaAnh	 Level: 1	 IP Address: 27.74.181.162 : 55667
19:18	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 115	 IP Address: 27.79.43.143 : 52768
19:18	Account: sangtpbrvt2	 Name: SangTp222	 Level: 92	 IP Address: 171.249.86.126 : 50049
19:19	Account: sangtpbrvt5	 Name: SangTp5	 Level: 80	 IP Address: 171.249.86.126 : 50052
19:19	Account: xuxuka11	 Name: SenNa11	 Level: 1	 IP Address: 1.54.8.223 : 49550
19:20	Account: ngocbichtl	 Name: ExciterTL	 Level: 105	 IP Address: 113.176.144.109 : 57291
19:22	Account: xuxuka11	 Name: SenNa11	 Level: 80	 IP Address: 1.54.8.223 : 42483
19:25	Account: sangtpbrvt3	 Name: SangTp333	 Level: 91	 IP Address: 171.249.86.126 : 50060
19:26	Account: ngocbichtl	 Name: ExciterTL	 Level: 105	 IP Address: 113.176.144.109 : 57341
19:27	Account: vodaigiau2	 Name: ÙCongDitÙ	 Level: 1	 IP Address: 27.74.181.162 : 55759
19:29	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 102	 IP Address: 58.187.67.214 : 10623
19:29	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 98	 IP Address: 116.99.167.107 : 49745
19:30	Account: xebmt2	 Name: santhoi	 Level: 80	 IP Address: 27.79.43.143 : 52791
19:30	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 109	 IP Address: 118.68.135.141 : 53199
19:30	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 100	 IP Address: 116.99.167.107 : 49748
19:32	Account: tranhoangcham	 Name: KeVoDanh	 Level: 88	 IP Address: 14.240.144.233 : 2516
19:33	Account: longyen011	 Name: MrÙLong	 Level: 91	 IP Address: 14.187.167.3 : 49387
19:34	Account: tranhoangcham	 Name: KeVoDanh	 Level: 88	 IP Address: 14.240.144.233 : 2588
19:36	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 97	 IP Address: 116.99.167.107 : 49752
19:36	Account: xuxuka12	 Name: SenNa12	 Level: 1	 IP Address: 1.54.8.223 : 16148
19:36	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 99	 IP Address: 116.99.167.107 : 49755
19:37	Account: taodeohieu	 Name: ConLonDe1	 Level: 87	 IP Address: 14.235.12.208 : 1762
19:37	Account: thoakhungz3	 Name: HoaÙR¬iÙCængÙChî	 Level: 97	 IP Address: 116.99.167.107 : 49761
19:39	Account: anlonnhe	 Name: DanCay	 Level: 83	 IP Address: 14.235.12.208 : 1767
19:40	Account: anhyeuem	 Name: ada23133	 Level: 82	 IP Address: 14.235.12.208 : 1769
19:45	Account: xebmt2	 Name: r2g2r2ggg	 Level: 80	 IP Address: 27.79.43.143 : 52820
19:48	Account: xuxuka13	 Name: SenNa13	 Level: 1	 IP Address: 1.54.8.223 : 27827
19:48	Account: luukt53	 Name: NgoalongVD	 Level: 114	 IP Address: 123.25.218.214 : 54111
19:49	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 96	 IP Address: 118.68.135.141 : 53261
19:50	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 94	 IP Address: 118.68.135.141 : 53263
19:52	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 81	 IP Address: 118.68.135.141 : 53270
19:55	Account: thaocanh113	 Name: ThienÙNha	 Level: 92	 IP Address: 117.4.153.2 : 49711
19:56	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 104	 IP Address: 117.4.153.2 : 49716
19:57	Account: luukt53	 Name: NgoalongVD	 Level: 114	 IP Address: 123.25.218.214 : 47358
19:57	Account: tranhoangcham1	 Name: Duonggia	 Level: 81	 IP Address: 14.240.144.233 : 3029
19:57	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 92	 IP Address: 117.4.153.2 : 49719
19:58	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 91	 IP Address: 118.68.135.141 : 53285
19:59	Account: xebmt003	 Name: XeÙN­ícÙMÝa2a	 Level: 92	 IP Address: 27.79.43.143 : 52843
19:59	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 91	 IP Address: 117.4.153.2 : 49723
20:0	Account: ribi01	 Name: RiBi01	 Level: 103	 IP Address: 14.245.58.184 : 1077
20:0	Account: sangtpbrvt3	 Name: SangTp333	 Level: 91	 IP Address: 171.249.86.126 : 50168
20:0	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 101	 IP Address: 117.4.153.2 : 49726
20:1	Account: ribi02	 Name: RIBI02	 Level: 100	 IP Address: 14.245.58.184 : 1083
20:1	Account: luukt51	 Name: NgoaLongTN	 Level: 90	 IP Address: 123.25.218.214 : 47427
20:1	Account: xuxuka14	 Name: SenNa14	 Level: 1	 IP Address: 1.54.8.223 : 8079
20:2	Account: nonhandovip	 Name: DoPhoHoangKim	 Level: 80	 IP Address: 118.68.135.141 : 53296
20:2	Account: usd001	 Name: USD001	 Level: 86	 IP Address: 14.245.58.184 : 1091
20:2	Account: dophohk	 Name: HoangKim	 Level: 80	 IP Address: 118.68.135.141 : 53299
20:5	Account: sangtpbrvt3	 Name: SangTp333	 Level: 91	 IP Address: 171.249.86.126 : 50546
20:8	Account: quocbaobp	 Name: §¹iÙThiÕuÙGia	 Level: 115	 IP Address: 27.79.43.143 : 52860
20:11	Account: xebmt7	 Name: chaudjd	 Level: 80	 IP Address: 27.79.43.143 : 52868
20:11	Account: xebmt7	 Name: chuado1	 Level: 80	 IP Address: 27.79.43.143 : 52871
20:11	Account: xebmt7	 Name: chuadodd	 Level: 80	 IP Address: 27.79.43.143 : 52873
20:12	Account: xuxuka15	 Name: SenNa15	 Level: 1	 IP Address: 1.54.8.223 : 2194
20:14	Account: luukt54	 Name: NgoalongNM	 Level: 91	 IP Address: 123.25.218.214 : 47895
20:15	Account: xebmt002	 Name: XeÙN­ícÙMÝa2	 Level: 92	 IP Address: 27.79.43.143 : 52885
20:16	Account: tranhoangcham	 Name: KeVoDanh	 Level: 90	 IP Address: 14.240.144.233 : 4096
20:18	Account: xebmt3	 Name: eeeeeeerr	 Level: 80	 IP Address: 27.79.43.143 : 52891
20:18	Account: luukt55	 Name: NgoalongCB	 Level: 94	 IP Address: 123.25.218.214 : 47941
20:18	Account: xebmt3	 Name: rfrfrrr	 Level: 80	 IP Address: 27.79.43.143 : 52893
20:18	Account: xebmt3	 Name: huaddidi	 Level: 80	 IP Address: 27.79.43.143 : 52895
20:19	Account: xebmt6	 Name: ggiiuddo	 Level: 80	 IP Address: 27.79.43.143 : 52898
20:20	Account: thoakhungs2	 Name: FZ1200	 Level: 82	 IP Address: 116.99.167.107 : 49847
20:20	Account: building1987bmt	 Name: ÙTayÙCh¬iÙBèÙGiµ	 Level: 101	 IP Address: 27.79.43.143 : 52903
20:21	Account: luukt52	 Name: NgoalongTN	 Level: 90	 IP Address: 123.25.218.214 : 48000
20:24	Account: luukt56	 Name: NgoalongND	 Level: 93	 IP Address: 123.25.218.214 : 48047
20:24	Account: xebmt6	 Name: f2rf2r2fr	 Level: 80	 IP Address: 27.79.43.143 : 52912
20:24	Account: tranhoangcham	 Name: KeVoDanh	 Level: 90	 IP Address: 14.240.144.233 : 4330
