0:2	Account: longyen017	 Name: VipÙTN	 Level: 1	 IP Address: 14.187.167.3 : 54377
13:45	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 97	 IP Address: 27.79.207.127 : 7011
13:45	Account: timlaivohien1	 Name: EyeSmile2	 Level: 80	 IP Address: 14.233.97.112 : 48257
13:45	Account: usd001	 Name: USD001	 Level: 93	 IP Address: 14.167.83.83 : 8267
13:46	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.176.144.109 : 52469
13:47	Account: luukt53	 Name: NgoalongVD	 Level: 121	 IP Address: 115.75.51.168 : 48853
13:48	Account: luukt54	 Name: NgoalongNM	 Level: 98	 IP Address: 115.75.51.168 : 48878
13:49	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 51093
13:50	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 51095
13:50	Account: luukt55	 Name: NgoalongCB	 Level: 98	 IP Address: 115.75.51.168 : 48895
13:54	Account: luukt51	 Name: NgoaLongTN	 Level: 94	 IP Address: 115.75.51.168 : 48976
13:54	Account: luukt52	 Name: NgoalongTN	 Level: 93	 IP Address: 115.75.51.168 : 48986
14:1	Account: luukt56	 Name: NgoalongND	 Level: 95	 IP Address: 115.75.51.168 : 49077
14:1	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 102	 IP Address: 14.174.119.34 : 49279
14:1	Account: sangtpbrvt	 Name: SangTp	 Level: 112	 IP Address: 14.164.182.254 : 58571
14:2	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 105	 IP Address: 116.99.167.107 : 64715
14:2	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 64735
14:2	Account: sangtpbrvt1	 Name: SangTp1	 Level: 80	 IP Address: 14.164.182.254 : 58573
14:3	Account: sangtpbrvt1	 Name: SangTp111	 Level: 95	 IP Address: 14.164.182.254 : 58575
14:3	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 103	 IP Address: 116.99.167.107 : 64737
14:4	Account: sangtpbrvt2	 Name: SangTp222	 Level: 94	 IP Address: 14.164.182.254 : 58578
14:4	Account: sarin1990	 Name: DocDep	 Level: 86	 IP Address: 116.110.119.64 : 49257
14:4	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 49264
14:4	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49334
14:5	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 103	 IP Address: 116.99.167.107 : 64739
14:5	Account: minhtrand23	 Name: sanboss8	 Level: 80	 IP Address: 14.174.119.34 : 49337
14:5	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 49303
14:5	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 14.174.119.34 : 49339
14:5	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 100	 IP Address: 116.99.167.107 : 64741
14:5	Account: sangtpbrvt3	 Name: SangTp333	 Level: 92	 IP Address: 14.164.182.254 : 58585
14:5	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 116.110.119.64 : 27418
14:5	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 49341
14:5	Account: sarin3	 Name: DocXinh15	 Level: 81	 IP Address: 116.110.119.64 : 49308
14:5	Account: sarin3	 Name: DocXinh17	 Level: 81	 IP Address: 116.110.119.64 : 49310
14:6	Account: sangtpbrvt4	 Name: SangTp444	 Level: 93	 IP Address: 14.164.182.254 : 58588
14:6	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 105	 IP Address: 116.99.167.107 : 64743
14:6	Account: thoakhungs2	 Name: M¶nhAB2	 Level: 80	 IP Address: 116.99.167.107 : 64745
14:7	Account: sangtpbrvt11	 Name: money4	 Level: 81	 IP Address: 14.164.182.254 : 58591
14:7	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 116.99.167.107 : 64747
14:8	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 49338
14:9	Account: thoakhungs3	 Name: MÈnh¢B	 Level: 80	 IP Address: 116.99.167.107 : 64749
14:11	Account: thoakhungs4	 Name: Ch¶Lôa	 Level: 86	 IP Address: 116.99.167.107 : 64753
14:14	Account: sarin1990	 Name: DocDep	 Level: 86	 IP Address: 116.110.119.64 : 28032
14:14	Account: sarin2	 Name: DocXinh12	 Level: 82	 IP Address: 116.110.119.64 : 28609
14:16	Account: sangtpbrvt10	 Name: money1	 Level: 80	 IP Address: 14.164.182.254 : 49677
14:17	Account: sangtpbrvt10	 Name: money111	 Level: 81	 IP Address: 14.164.182.254 : 49692
14:19	Account: huynhtrongtri11	 Name: PhoiCacKieu	 Level: 80	 IP Address: 42.119.136.199 : 51108
14:19	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 14.174.119.34 : 49394
14:19	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 51111
14:19	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 64755
14:20	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 116.99.167.107 : 64757
14:20	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 105	 IP Address: 116.99.167.107 : 64759
14:21	Account: huynhtrongtri14	 Name: Daccacloai	 Level: 80	 IP Address: 42.119.136.199 : 51114
14:21	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 100	 IP Address: 116.99.167.107 : 64761
14:21	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 102	 IP Address: 116.99.167.107 : 64763
14:21	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 49368
14:23	Account: sangtpbrvt13	 Name: money5	 Level: 1	 IP Address: 14.164.182.254 : 49911
14:24	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 51118
14:24	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 116.99.167.107 : 64765
14:26	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 116.99.167.107 : 64767
14:26	Account: huynhtrongtri11	 Name: TinhHong	 Level: 80	 IP Address: 42.119.136.199 : 51120
14:26	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 104	 IP Address: 116.99.167.107 : 64769
14:27	Account: taodeohieu	 Name: ConLonDe1	 Level: 88	 IP Address: 14.166.88.62 : 3748
14:28	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 49409
14:28	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 51123
14:28	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 49411
14:29	Account: huynhtrongtri11	 Name: PhoiCacKieu	 Level: 80	 IP Address: 42.119.136.199 : 51125
14:29	Account: huynhtrongtri14	 Name: Daccacloai	 Level: 80	 IP Address: 42.119.136.199 : 51127
14:29	Account: thangvl5	 Name: 5TLSuco	 Level: 103	 IP Address: 118.71.169.72 : 61187
14:29	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 51129
14:29	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.71.169.72 : 61190
14:30	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 116.99.167.107 : 64771
14:30	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 116.99.167.107 : 64773
14:30	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 97	 IP Address: 118.71.169.72 : 61193
14:30	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 116.99.167.107 : 64775
14:31	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 99	 IP Address: 118.71.169.72 : 61198
14:52	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.176.144.109 : 53112
14:52	Account: ngocbichdm	 Name: ExciTer	 Level: 100	 IP Address: 113.176.144.109 : 53114
14:53	Account: sarin2	 Name: DocXinh14	 Level: 81	 IP Address: 116.110.119.64 : 49834
14:53	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 65019
14:54	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 14.174.119.34 : 49581
14:55	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 14.174.119.34 : 49600
14:57	Account: thoakhungs1	 Name: Boss03	 Level: 80	 IP Address: 116.99.167.107 : 65021
14:57	Account: thangvl5	 Name: 5TLSuco	 Level: 103	 IP Address: 118.70.81.103 : 10464
14:57	Account: thoakhungs1	 Name: Boss02	 Level: 80	 IP Address: 116.99.167.107 : 65023
14:59	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 118.70.81.103 : 10474
15:0	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 97	 IP Address: 118.70.81.103 : 10478
15:1	Account: sarin2	 Name: DocXinh13	 Level: 81	 IP Address: 116.110.119.64 : 49940
15:1	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 99	 IP Address: 118.70.81.103 : 10483
15:2	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 51215
15:3	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 101	 IP Address: 116.99.167.107 : 65036
15:3	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 95	 IP Address: 42.119.136.199 : 51218
15:6	Account: thangvl5	 Name: 5TLSuco	 Level: 103	 IP Address: 118.70.81.103 : 10501
15:7	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 51227
15:7	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 100	 IP Address: 118.70.81.103 : 10525
15:7	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.176.144.109 : 53354
15:8	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 118.70.81.103 : 10529
15:9	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 49897
15:10	Account: thangvl5	 Name: 5TLSuco	 Level: 103	 IP Address: 118.70.81.103 : 10541
15:11	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 51243
15:13	Account: thoakhungzz1	 Name: XeTiÒn1	 Level: 86	 IP Address: 116.99.167.107 : 65069
15:13	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 116.99.167.107 : 65071
15:13	Account: thoakhungzz1	 Name: FZ1100	 Level: 80	 IP Address: 116.99.167.107 : 65073
15:13	Account: thoakhungzz2	 Name: FZ1313	 Level: 80	 IP Address: 116.99.167.107 : 65075
15:14	Account: thoakhungzz2	 Name: XeTiÒn2	 Level: 86	 IP Address: 116.99.167.107 : 65077
15:14	Account: thoakhungzz2	 Name: NM®Çubß	 Level: 89	 IP Address: 116.99.167.107 : 65079
15:14	Account: thoakhungzz3	 Name: Ho¶KúL©n	 Level: 96	 IP Address: 116.99.167.107 : 65081
15:14	Account: thoakhungzz3	 Name: XeTiÒn3	 Level: 86	 IP Address: 116.99.167.107 : 65083
15:14	Account: thoakhungzz3	 Name: FZ1413	 Level: 80	 IP Address: 116.99.167.107 : 65085
15:15	Account: thoakhungzz4	 Name: XeTiÒn4	 Level: 85	 IP Address: 116.99.167.107 : 65089
15:15	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 116.99.167.107 : 65091
15:15	Account: thoakhungzz4	 Name: FZ1243	 Level: 80	 IP Address: 116.99.167.107 : 65093
15:15	Account: thoakhungzz5	 Name: XeTiÒn5	 Level: 86	 IP Address: 116.99.167.107 : 65095
15:15	Account: thoakhungzz5	 Name: FangLßiCøt	 Level: 91	 IP Address: 116.99.167.107 : 65097
15:15	Account: thoakhungzz5	 Name: FZ2100	 Level: 80	 IP Address: 116.99.167.107 : 65099
15:15	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 102	 IP Address: 116.99.167.107 : 65101
15:17	Account: colobache195	 Name: DocCoPhong	 Level: 82	 IP Address: 117.5.236.180 : 1924
15:21	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 14.174.119.34 : 50008
15:21	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 102	 IP Address: 116.99.167.107 : 65196
15:21	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 101	 IP Address: 116.99.167.107 : 65197
15:21	Account: sangtpbrvt10	 Name: money111	 Level: 82	 IP Address: 14.164.182.254 : 51703
15:21	Account: longyen016	 Name: TNÙCµy	 Level: 85	 IP Address: 14.187.167.3 : 56274
15:21	Account: sangtpbrvt13	 Name: money5	 Level: 80	 IP Address: 14.164.182.254 : 51704
15:21	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 50010
15:21	Account: longyen017	 Name: VipÙTN	 Level: 86	 IP Address: 14.187.167.3 : 56276
15:21	Account: longyen014	 Name: TNÙCñaÙLong	 Level: 94	 IP Address: 14.187.167.3 : 56275
15:21	Account: longyen010	 Name: BXÙLong	 Level: 101	 IP Address: 14.187.167.3 : 56277
15:21	Account: xuxuka07	 Name: KaTaNa7	 Level: 90	 IP Address: 118.68.5.109 : 30750
15:21	Account: xuxuka01	 Name: OÙNyÙNoNgÙNoiÙO	 Level: 99	 IP Address: 118.68.5.109 : 54678
15:21	Account: xuxuka06	 Name: KaTaNa06	 Level: 90	 IP Address: 118.68.5.109 : 40157
15:21	Account: xuxuka08	 Name: KaTaNa8	 Level: 89	 IP Address: 118.68.5.109 : 48606
15:21	Account: xuxuka010	 Name: KaTaNa10	 Level: 89	 IP Address: 118.68.5.109 : 22906
15:21	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 100	 IP Address: 118.69.88.247 : 51409
15:21	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 82	 IP Address: 117.5.236.180 : 1956
15:21	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 100	 IP Address: 118.69.88.247 : 51411
15:21	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 101	 IP Address: 118.69.88.247 : 51413
15:21	Account: sangtpbrvt3	 Name: SangTp333	 Level: 92	 IP Address: 14.164.182.254 : 58699
15:21	Account: xuxuka09	 Name: KaTaNa09	 Level: 89	 IP Address: 118.68.5.109 : 59263
15:21	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 95	 IP Address: 118.69.88.247 : 51414
15:21	Account: sangtpbrvt1	 Name: SangTp111	 Level: 96	 IP Address: 14.164.182.254 : 58701
15:21	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 51317
15:21	Account: longyen018	 Name: TNÙVip	 Level: 86	 IP Address: 14.187.167.3 : 56280
15:21	Account: nonhantn	 Name: HµnÙL©mÙNhi	 Level: 95	 IP Address: 118.69.88.247 : 51415
15:21	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 117	 IP Address: 118.69.88.247 : 51416
15:21	Account: sangtpbrvt11	 Name: money4	 Level: 82	 IP Address: 14.164.182.254 : 58702
15:21	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 56281
15:21	Account: sangtpbrvt2	 Name: SangTp222	 Level: 94	 IP Address: 14.164.182.254 : 58704
15:21	Account: tuanlovekun4	 Name: 5StÙThiªnÙNhÉn	 Level: 97	 IP Address: 27.79.207.127 : 7163
15:21	Account: tuanlovekun5	 Name: §­êngÙM«n	 Level: 105	 IP Address: 27.79.207.127 : 53898
15:21	Account: tuanlovekun	 Name: 1StÙThiªnÙNhÉn	 Level: 99	 IP Address: 27.79.207.127 : 7165
15:21	Account: tuanlovekun3	 Name: 4StÙThiªnÙNhÉn	 Level: 97	 IP Address: 27.79.207.127 : 53900
15:21	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 105	 IP Address: 116.99.167.107 : 65199
15:21	Account: tranvinh01	 Name: Ù2SaoÙ1g¹ch	 Level: 101	 IP Address: 14.176.241.9 : 49866
15:21	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 91	 IP Address: 14.176.241.9 : 49865
15:21	Account: tranvinh05	 Name: 75ÙNhíÙMétÙNg­êi	 Level: 93	 IP Address: 14.176.241.9 : 49867
15:21	Account: colobache195	 Name: DocCoPhong	 Level: 82	 IP Address: 117.5.236.180 : 1958
15:21	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 92	 IP Address: 14.176.241.9 : 49869
15:21	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 95	 IP Address: 14.176.241.9 : 49868
15:21	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 91	 IP Address: 14.176.241.9 : 49870
15:21	Account: huyenuyqs	 Name: RångconÙ	 Level: 89	 IP Address: 14.245.4.115 : 63439
15:21	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 91	 IP Address: 113.176.144.109 : 53546
15:21	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 51319
15:21	Account: sangtpbrvt4	 Name: SangTp444	 Level: 93	 IP Address: 14.164.182.254 : 58707
15:21	Account: timlaivohien1	 Name: EyeSmile2	 Level: 80	 IP Address: 14.233.97.112 : 52801
15:21	Account: timlaivohien	 Name: EyeSmile	 Level: 80	 IP Address: 14.233.97.112 : 52769
15:21	Account: tuanlovekun1	 Name: 2StÙThiªnÙNhÉn	 Level: 94	 IP Address: 27.79.207.127 : 7169
15:21	Account: tuanlovekun2	 Name: 3StÙThiªnÙNhÉn	 Level: 99	 IP Address: 27.79.207.127 : 53904
15:21	Account: sangtpbrvt	 Name: SangTp	 Level: 112	 IP Address: 14.164.182.254 : 58708
15:21	Account: minhtrand9	 Name: 098080	 Level: 80	 IP Address: 14.174.119.34 : 50014
15:21	Account: minhtrand20	 Name: 332131321	 Level: 80	 IP Address: 14.174.119.34 : 50015
15:21	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 14.174.119.34 : 50016
15:22	Account: luukt53	 Name: NgoalongVD	 Level: 121	 IP Address: 115.75.51.168 : 50446
15:22	Account: luukt51	 Name: NgoaLongTN	 Level: 94	 IP Address: 115.75.51.168 : 50457
15:23	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 14.174.119.34 : 50034
15:23	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 103	 IP Address: 116.99.167.107 : 65201
15:23	Account: luukt54	 Name: NgoalongNM	 Level: 98	 IP Address: 115.75.51.168 : 50468
15:24	Account: luukt52	 Name: NgoalongTN	 Level: 93	 IP Address: 115.75.51.168 : 50474
15:24	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 116.99.167.107 : 65213
15:25	Account: luukt55	 Name: NgoalongCB	 Level: 98	 IP Address: 115.75.51.168 : 50500
15:25	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 65225
15:26	Account: thoakhungzz1	 Name: XeTiÒn1	 Level: 86	 IP Address: 116.99.167.107 : 65227
15:27	Account: thoakhungzz1	 Name: NgäcKúL©n	 Level: 94	 IP Address: 116.99.167.107 : 65229
15:27	Account: thoakhungzz1	 Name: FZ1100	 Level: 80	 IP Address: 116.99.167.107 : 65231
15:27	Account: thoakhungzz1	 Name: FZ1100	 Level: 80	 IP Address: 116.99.167.107 : 65233
15:27	Account: thoakhungzz2	 Name: FZ1313	 Level: 80	 IP Address: 116.99.167.107 : 65235
15:27	Account: thoakhungzz2	 Name: XeTiÒn2	 Level: 86	 IP Address: 116.99.167.107 : 65237
15:27	Account: thoakhungzz2	 Name: NM®Çubß	 Level: 89	 IP Address: 116.99.167.107 : 65239
15:27	Account: thoakhungzz3	 Name: Ho¶KúL©n	 Level: 96	 IP Address: 116.99.167.107 : 65241
15:27	Account: thoakhungzz3	 Name: XeTiÒn3	 Level: 86	 IP Address: 116.99.167.107 : 65243
15:27	Account: thoakhungzz3	 Name: FZ1413	 Level: 80	 IP Address: 116.99.167.107 : 65245
15:27	Account: thoakhungzz4	 Name: XeTiÒn4	 Level: 85	 IP Address: 116.99.167.107 : 65248
15:28	Account: thoakhungzz4	 Name: H¾cKúL©n	 Level: 93	 IP Address: 116.99.167.107 : 65250
15:28	Account: thoakhungzz4	 Name: FZ1243	 Level: 80	 IP Address: 116.99.167.107 : 65252
15:28	Account: thoakhungzz5	 Name: XeTiÒn5	 Level: 86	 IP Address: 116.99.167.107 : 65254
15:29	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 115.75.51.168 : 50570
15:30	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 51345
15:31	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 104	 IP Address: 116.99.167.107 : 65259
15:32	Account: minhtrand10	 Name: sanboss6	 Level: 80	 IP Address: 14.174.119.34 : 50063
15:32	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 102	 IP Address: 116.99.167.107 : 65261
15:33	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 100	 IP Address: 116.99.167.107 : 65263
15:34	Account: minhtrand20	 Name: sanboss2	 Level: 80	 IP Address: 14.174.119.34 : 50070
15:34	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 95	 IP Address: 42.119.136.199 : 51348
15:38	Account: huynhtrongtri13	 Name: B¨ngS¸tNéiC«ng	 Level: 97	 IP Address: 42.119.136.199 : 51353
15:40	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 95	 IP Address: 42.119.136.199 : 51355
15:41	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 14.174.119.34 : 50159
15:43	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 95	 IP Address: 42.119.136.199 : 51364
15:43	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 14.174.119.34 : 50177
15:43	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 50180
15:44	Account: huynhtrongtri13	 Name: B¨ngS¸tNéiC«ng	 Level: 97	 IP Address: 42.119.136.199 : 51367
15:44	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 100	 IP Address: 14.174.119.34 : 50188
15:44	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 95	 IP Address: 42.119.136.199 : 51369
15:45	Account: huynhtrongtri16	 Name: L«iS¸tNéiC«ng	 Level: 98	 IP Address: 42.119.136.199 : 51372
15:47	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 112	 IP Address: 42.119.136.199 : 51374
15:47	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 51376
15:56	Account: minhtrand23	 Name: sanboss8	 Level: 80	 IP Address: 14.174.119.34 : 50283
15:56	Account: minhtrand23	 Name: sanboss06	 Level: 80	 IP Address: 14.174.119.34 : 50285
15:57	Account: minhtrand24	 Name: sanboss9	 Level: 80	 IP Address: 14.174.119.34 : 50287
15:58	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 50289
15:58	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 14.174.119.34 : 50305
15:59	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 14.174.119.34 : 50307
15:59	Account: huynhtrongtri14	 Name: DoPhoHoangKim1	 Level: 80	 IP Address: 42.119.136.199 : 51381
16:0	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 51383
16:2	Account: lexuantho4	 Name: TiaoTiao	 Level: 1	 IP Address: 42.119.29.139 : 49543
16:3	Account: lexuantho5	 Name: KiaoKiao	 Level: 1	 IP Address: 42.119.29.139 : 49546
16:4	Account: lexuantho6	 Name: MiaoXiAo	 Level: 1	 IP Address: 42.119.29.139 : 49555
16:9	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 82	 IP Address: 117.5.236.180 : 1964
16:10	Account: minhtrand25	 Name: sanboss10	 Level: 80	 IP Address: 14.174.119.34 : 50327
16:11	Account: thoakhungzz6	 Name: KinhBáMÑ	 Level: 101	 IP Address: 116.99.167.107 : 49170
16:11	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 116.99.167.107 : 49172
16:12	Account: thoakhungz1	 Name: §ÇuÙTräcÙ9ÙChÊm	 Level: 103	 IP Address: 116.99.167.107 : 49175
16:12	Account: thoakhungss1	 Name: khodo2	 Level: 1	 IP Address: 116.99.167.107 : 49178
16:13	Account: thoakhungz5	 Name: §õngÙChäcÙTao	 Level: 105	 IP Address: 116.99.167.107 : 49180
16:14	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 49182
16:14	Account: thoakhungz2	 Name: ThÝchÙ¡nÙ§¹pÙKo	 Level: 102	 IP Address: 116.99.167.107 : 49184
16:14	Account: lexuantho1	 Name: XiAoXiAo	 Level: 80	 IP Address: 42.119.29.139 : 49591
16:15	Account: lexuantho2	 Name: Alibaba	 Level: 80	 IP Address: 42.119.29.139 : 49598
16:15	Account: lexuantho3	 Name: Sipachao	 Level: 80	 IP Address: 42.119.29.139 : 49601
16:15	Account: thoakhungs2	 Name: FZ1200	 Level: 83	 IP Address: 116.99.167.107 : 49187
16:19	Account: thoakhungz4	 Name: ThöÙ§ôngÙTaoÙ§i	 Level: 104	 IP Address: 116.99.167.107 : 49192
16:19	Account: thoakhungss1	 Name: khodo2	 Level: 80	 IP Address: 116.99.167.107 : 49194
16:19	Account: thoakhungss1	 Name: Khodo1	 Level: 80	 IP Address: 116.99.167.107 : 49196
16:19	Account: huynhtrongtri14	 Name: DoPhoHoangKim1	 Level: 80	 IP Address: 42.119.136.199 : 51410
16:21	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 100	 IP Address: 116.99.167.107 : 49199
16:22	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 51425
16:23	Account: thoakhungs1	 Name: Boss01	 Level: 80	 IP Address: 116.99.167.107 : 49201
16:24	Account: thoakhungz6	 Name: CùcÙKúÙBèÙL¸o	 Level: 100	 IP Address: 116.99.167.107 : 49203
16:24	Account: huynhtrongtri14	 Name: Daccacloai	 Level: 80	 IP Address: 42.119.136.199 : 51428
16:26	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 82	 IP Address: 117.5.236.180 : 1966
16:26	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 104	 IP Address: 42.119.136.199 : 51433
16:26	Account: colobache195195	 Name: LÖSÇuThiªnThu	 Level: 82	 IP Address: 117.5.236.180 : 1968
