0:19	Account: kimmalenhhai5	 Name: B­ímToNhÊtXãm	 Level: 1	 IP Address: 117.3.187.15 : 59894
18:58	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 37433
18:59	Account: gcity03	 Name: 03ÙNgaÙMi	 Level: 85	 IP Address: 113.22.199.222 : 27494
18:59	Account: bihulk01	 Name: 74ÙBiÙSHXT	 Level: 88	 IP Address: 42.117.84.197 : 62848
19:0	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 88	 IP Address: 118.68.135.17 : 51650
19:0	Account: tantrang1987	 Name: Mét§aoTĞNgôa	 Level: 80	 IP Address: 171.253.47.104 : 44631
19:0	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 41598
19:0	Account: samsimon	 Name: ÙTıÙSG	 Level: 86	 IP Address: 14.230.179.226 : 60486
19:1	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 86	 IP Address: 14.230.179.226 : 60488
19:4	Account: gcity02	 Name: 02ÙThiªnÙNhÉn	 Level: 88	 IP Address: 113.22.199.222 : 42845
19:4	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 88	 IP Address: 14.230.179.226 : 60504
19:4	Account: hienlong	 Name: HienLong	 Level: 84	 IP Address: 113.188.205.115 : 50227
19:4	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 88	 IP Address: 118.68.135.17 : 51676
19:5	Account: quocbaobp	 Name: NæiÙBu«nÙKoÙTªn	 Level: 88	 IP Address: 115.75.51.168 : 41372
19:5	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 87	 IP Address: 27.79.74.126 : 54690
19:5	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 87	 IP Address: 118.68.135.17 : 51678
19:5	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 86	 IP Address: 14.230.179.226 : 60506
19:5	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 86	 IP Address: 14.168.28.44 : 51417
19:6	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 171.232.113.243 : 54199
19:6	Account: ngocbich01	 Name: NgocBich01	 Level: 5	 IP Address: 14.233.236.231 : 53207
19:6	Account: kingvl1	 Name: KimLongCaCa	 Level: 78	 IP Address: 118.70.41.159 : 46763
19:6	Account: huynhtrongtri11	 Name: KiÕmÙPhongÙKim	 Level: 77	 IP Address: 118.68.135.17 : 51691
19:7	Account: mapdl2	 Name: §¹tÙMa	 Level: 78	 IP Address: 14.168.28.44 : 51429
19:7	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 88	 IP Address: 14.230.179.226 : 60512
19:7	Account: mapdl3	 Name: TiªnÙTö	 Level: 80	 IP Address: 14.168.28.44 : 51433
19:7	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 80	 IP Address: 14.168.28.44 : 51435
19:7	Account: vlphuongvy	 Name: o0oVmTo0o	 Level: 87	 IP Address: 113.173.207.184 : 54778
19:7	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 86	 IP Address: 14.245.139.5 : 52578
19:8	Account: vlphuongvy1	 Name: oOoVmToOo	 Level: 85	 IP Address: 113.173.207.184 : 13019
19:9	Account: vlphuongvy2	 Name: o0oVmToOo	 Level: 86	 IP Address: 113.173.207.184 : 13021
19:9	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 82	 IP Address: 14.245.139.5 : 52580
19:9	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 81	 IP Address: 14.245.139.5 : 52582
19:9	Account: vlphuongvy3	 Name: oOoVmTo0o	 Level: 87	 IP Address: 113.173.207.184 : 54786
19:10	Account: tranvinh03	 Name: IstÙMyÙlife	 Level: 82	 IP Address: 14.245.139.5 : 52584
19:10	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 88	 IP Address: 14.230.179.226 : 60549
19:10	Account: tumap3002	 Name: ChuyenBuff	 Level: 85	 IP Address: 27.75.131.29 : 27883
19:11	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 36897
19:11	Account: tumap3000	 Name: EmThichPk	 Level: 83	 IP Address: 27.75.131.29 : 27888
19:12	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 83	 IP Address: 27.75.131.29 : 27893
19:13	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 33441
19:13	Account: tumap3004	 Name: TrumBoss	 Level: 83	 IP Address: 27.75.131.29 : 27897
19:15	Account: quocbaobp	 Name: NæiÙBu«nÙKoÙTªn	 Level: 88	 IP Address: 115.75.51.168 : 41401
19:16	Account: tantrang1988	 Name: ChuChØNh­îc	 Level: 79	 IP Address: 171.253.47.104 : 42844
19:17	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 88	 IP Address: 118.68.135.17 : 51720
19:19	Account: quocviet1988	 Name: ChiHaiNM	 Level: 81	 IP Address: 113.172.115.60 : 2523
19:19	Account: thanh13579	 Name: PHucHeo	 Level: 54	 IP Address: 112.197.176.153 : 49491
19:19	Account: hung131101	 Name: D­¬ngB¶oYÕn	 Level: 5	 IP Address: 27.67.0.125 : 50530
19:19	Account: hung131104	 Name: HoµngPhñTrung	 Level: 5	 IP Address: 27.67.0.125 : 53486
19:19	Account: longyen010	 Name: MrÙLong	 Level: 82	 IP Address: 14.187.142.128 : 54691
19:19	Account: hienlong1	 Name: KhaDoanh	 Level: 82	 IP Address: 113.188.205.115 : 50426
19:20	Account: tieubao152	 Name: TiÓuÙB¶o	 Level: 75	 IP Address: 1.55.176.232 : 54976
19:20	Account: tieubaobao152	 Name: aÙhiÙhiÙhi	 Level: 71	 IP Address: 1.55.176.232 : 32290
19:20	Account: longyen011	 Name: TiÓuÙYÕn	 Level: 74	 IP Address: 14.187.142.128 : 54693
19:20	Account: kimmalenhhai4	 Name: ChimToNhÊtXãm	 Level: 83	 IP Address: 117.3.187.15 : 61147
19:20	Account: gcity03	 Name: 03ÙNgaÙMi	 Level: 85	 IP Address: 113.22.199.222 : 45895
19:20	Account: finndang152	 Name: TiÓuÙTinhÙNhi	 Level: 73	 IP Address: 1.55.176.232 : 3423
19:20	Account: quoccuongg1	 Name: Tinhlagi	 Level: 81	 IP Address: 113.188.205.115 : 50427
19:20	Account: quocviet1987	 Name: ChiHaiND	 Level: 81	 IP Address: 113.172.115.60 : 2529
19:20	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 88	 IP Address: 118.68.135.17 : 51746
19:20	Account: kimmalenhhai1	 Name: MÊtTrinhRåi	 Level: 84	 IP Address: 117.3.187.15 : 61148
19:20	Account: kimmalenhhai3	 Name: MÊtNgñV×ThiÕuS÷a	 Level: 82	 IP Address: 117.3.187.15 : 61149
19:20	Account: kimmalenhhai5	 Name: B­ímToNhÊtXãm	 Level: 81	 IP Address: 117.3.187.15 : 61150
19:20	Account: hienlong	 Name: HienLong	 Level: 84	 IP Address: 113.188.205.115 : 50428
19:20	Account: gcity01	 Name: 01ÙThiÕuÙL©m	 Level: 86	 IP Address: 113.22.199.222 : 16162
19:20	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 84	 IP Address: 171.231.115.107 : 49421
19:20	Account: quocviet1985	 Name: CauHaiTL	 Level: 82	 IP Address: 113.172.115.60 : 49834
19:20	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 84	 IP Address: 171.231.115.107 : 49422
19:20	Account: tumap3000	 Name: EmThichPk	 Level: 83	 IP Address: 27.75.131.29 : 27967
19:20	Account: gcity02	 Name: 02ÙThiªnÙNhÉn	 Level: 88	 IP Address: 113.22.199.222 : 54334
19:20	Account: quocviet1986	 Name: CauHai	 Level: 83	 IP Address: 113.172.115.60 : 2531
19:20	Account: gcity04	 Name: 04Ù§­êngÙM«n	 Level: 85	 IP Address: 113.22.199.222 : 4493
19:22	Account: hung131104	 Name: HoµngPhñTrung	 Level: 5	 IP Address: 27.67.0.125 : 56488
19:22	Account: gcity04	 Name: 04Ù§­êngÙM«n	 Level: 85	 IP Address: 113.22.199.222 : 19575
19:22	Account: kaiba1	 Name: ÙAÙTònÙ	 Level: 85	 IP Address: 58.187.239.236 : 62389
19:22	Account: longyen010	 Name: MrÙLong	 Level: 82	 IP Address: 14.187.142.128 : 54722
19:22	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 86	 IP Address: 14.168.28.44 : 51609
19:22	Account: finndang152	 Name: TiÓuÙTinhÙNhi	 Level: 73	 IP Address: 1.55.176.232 : 24164
19:22	Account: longyen011	 Name: TiÓuÙYÕn	 Level: 74	 IP Address: 14.187.142.128 : 54724
19:22	Account: tieubao152	 Name: TiÓuÙB¶o	 Level: 75	 IP Address: 1.55.176.232 : 62843
19:22	Account: kimmalenhhai1	 Name: MÊtTrinhRåi	 Level: 84	 IP Address: 117.3.187.15 : 61207
19:22	Account: thoakhungz1	 Name: HètÙCøtÙLiÖng	 Level: 84	 IP Address: 171.231.115.107 : 49462
19:22	Account: hienlong1	 Name: KhaDoanh	 Level: 82	 IP Address: 113.188.205.115 : 50480
19:22	Account: kimmalenhhai5	 Name: B­ímToNhÊtXãm	 Level: 81	 IP Address: 117.3.187.15 : 61208
19:22	Account: quocviet1985	 Name: CauHaiTL	 Level: 82	 IP Address: 113.172.115.60 : 49898
19:22	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 34608
19:22	Account: quocviet1986	 Name: CauHai	 Level: 83	 IP Address: 113.172.115.60 : 2613
19:22	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 84	 IP Address: 171.231.115.107 : 49464
19:22	Account: quocviet1987	 Name: ChiHaiND	 Level: 81	 IP Address: 113.172.115.60 : 49902
19:22	Account: quoccuongg1	 Name: Tinhlagi	 Level: 81	 IP Address: 113.188.205.115 : 50482
19:22	Account: tumap3000	 Name: EmThichPk	 Level: 83	 IP Address: 27.75.131.29 : 27756
19:22	Account: gcity03	 Name: 03ÙNgaÙMi	 Level: 85	 IP Address: 113.22.199.222 : 11886
19:22	Account: kimmalenhhai4	 Name: ChimToNhÊtXãm	 Level: 83	 IP Address: 117.3.187.15 : 61211
19:22	Account: quocviet1988	 Name: ChiHaiNM	 Level: 81	 IP Address: 113.172.115.60 : 49904
19:22	Account: kimmalenhhai3	 Name: MÊtNgñV×ThiÕuS÷a	 Level: 82	 IP Address: 117.3.187.15 : 61212
19:22	Account: tieubaobao152	 Name: aÙhiÙhiÙhi	 Level: 71	 IP Address: 1.55.176.232 : 5734
19:22	Account: gcity02	 Name: 02ÙThiªnÙNhÉn	 Level: 88	 IP Address: 113.22.199.222 : 60784
19:22	Account: quoccuongg3	 Name: Tinhlahotel	 Level: 83	 IP Address: 113.188.205.115 : 50484
19:22	Account: tantrang1988	 Name: ChuChØNh­îc	 Level: 79	 IP Address: 171.253.47.104 : 35324
19:22	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 81	 IP Address: 14.162.204.225 : 49826
19:22	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 83	 IP Address: 14.162.204.225 : 57939
19:22	Account: thoakhungz4	 Name: C¸iÙLångÙHeoÙN¸i	 Level: 85	 IP Address: 171.231.115.107 : 49467
19:22	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 83	 IP Address: 27.75.131.29 : 27759
19:22	Account: mrbuno3	 Name: Ph­íc5§ª	 Level: 86	 IP Address: 58.187.117.23 : 58346
19:22	Account: thoakhungz2	 Name: §iÖpÙLiªnÙTó	 Level: 83	 IP Address: 171.231.115.107 : 49468
19:22	Account: phamtungdhv2	 Name: ZzNgocCuxiZz	 Level: 81	 IP Address: 14.162.204.225 : 57941
19:22	Account: mrbuno4	 Name: Ph­íc6§ª	 Level: 83	 IP Address: 58.187.117.23 : 58347
19:22	Account: phamtungdhv3	 Name: ZzNhimXinhzZ	 Level: 81	 IP Address: 14.162.204.225 : 49828
19:22	Account: mrbuno2	 Name: Ph­íc4§ª	 Level: 84	 IP Address: 58.187.117.23 : 58348
19:22	Account: mrbuno1	 Name: Ph­íc3§ª	 Level: 84	 IP Address: 58.187.117.23 : 58349
19:22	Account: tumap3004	 Name: TrumBoss	 Level: 83	 IP Address: 27.75.131.29 : 27760
19:22	Account: tranvinh01	 Name: Ù2ÙSaoÙ1ÙG¹ch	 Level: 86	 IP Address: 14.245.139.5 : 52649
19:22	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 81	 IP Address: 14.245.139.5 : 52651
19:22	Account: anlonnhe	 Name: KimXaLuan	 Level: 71	 IP Address: 113.175.103.178 : 1247
19:22	Account: tranvinh03	 Name: IstÙMyÙlife	 Level: 82	 IP Address: 14.245.139.5 : 52650
19:22	Account: tranvinh04	 Name: HoaÙDiÙCungÙChñ	 Level: 82	 IP Address: 14.245.139.5 : 52652
19:22	Account: tumap3002	 Name: ChuyenBuff	 Level: 85	 IP Address: 27.75.131.29 : 27762
19:22	Account: hung131103	 Name: §­êngTamLang	 Level: 5	 IP Address: 27.67.0.125 : 58728
19:22	Account: hung131102	 Name: Qu¸chTïngH­ng	 Level: 5	 IP Address: 27.67.0.125 : 59532
19:22	Account: ngocbich01	 Name: NgocBich01	 Level: 5	 IP Address: 14.233.236.231 : 53297
19:22	Account: thanh13579	 Name: PHucHeo	 Level: 54	 IP Address: 112.197.176.153 : 49513
19:22	Account: hung131101	 Name: D­¬ngB¶oYÕn	 Level: 5	 IP Address: 27.67.0.125 : 57604
19:22	Account: coca01	 Name: CanhSat113	 Level: 75	 IP Address: 14.246.75.89 : 28892
19:22	Account: vlphuongvy3	 Name: oOoVmTo0o	 Level: 87	 IP Address: 113.173.207.184 : 54856
19:22	Account: thanh251290	 Name: TieuNguNhi	 Level: 52	 IP Address: 112.197.176.153 : 49515
19:22	Account: gamethu	 Name: KhaiCheckGame	 Level: 5	 IP Address: 171.232.113.243 : 54264
19:22	Account: thanh02468	 Name: TamGia	 Level: 74	 IP Address: 112.197.176.153 : 49517
19:22	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 87	 IP Address: 27.79.74.126 : 54768
19:22	Account: mapdl2	 Name: §¹tÙMa	 Level: 78	 IP Address: 14.168.28.44 : 51613
19:22	Account: hienlong	 Name: HienLong	 Level: 84	 IP Address: 113.188.205.115 : 50487
19:22	Account: quocbaobp	 Name: NæiÙBu«nÙKoÙTªn	 Level: 88	 IP Address: 123.25.218.214 : 41544
19:23	Account: mapdl3	 Name: TiªnÙTö	 Level: 80	 IP Address: 14.168.28.44 : 51615
19:23	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 88	 IP Address: 14.230.179.226 : 60592
19:23	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 88	 IP Address: 118.68.135.17 : 51783
19:23	Account: mapdl4	 Name: ThiªnÙNhÉn	 Level: 80	 IP Address: 14.168.28.44 : 51619
19:23	Account: coca02	 Name: CanhSat114	 Level: 77	 IP Address: 14.246.75.89 : 28896
19:24	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 14.233.236.231 : 53307
19:24	Account: vlphuongvy	 Name: o0oVmTo0o	 Level: 87	 IP Address: 113.173.207.184 : 13079
19:24	Account: coca03	 Name: CanhSat115	 Level: 77	 IP Address: 14.246.75.89 : 28901
19:24	Account: tantrang1986	 Name: LãcXo¸iTöThÇn	 Level: 80	 IP Address: 171.253.47.104 : 39954
19:24	Account: tantrang1987	 Name: Mét§aoTĞNgôa	 Level: 80	 IP Address: 171.253.47.104 : 46721
19:25	Account: photocopy1	 Name: CÈmYVÖ	 Level: 71	 IP Address: 27.2.129.35 : 27308
19:25	Account: coca04	 Name: CanhSat116	 Level: 77	 IP Address: 14.246.75.89 : 28903
19:27	Account: quocbaobp	 Name: NæiÙBu«nÙKoÙTªn	 Level: 88	 IP Address: 123.25.218.214 : 41557
19:27	Account: gcity01	 Name: 01ÙThiÕuÙL©m	 Level: 86	 IP Address: 113.22.199.222 : 2119
19:28	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 88	 IP Address: 14.230.179.226 : 60651
19:28	Account: qwqwqw2	 Name: LinhÙNhi	 Level: 81	 IP Address: 171.249.236.64 : 58012
19:28	Account: qwqwqw3	 Name: ThÈmÙV¹nÙTam	 Level: 82	 IP Address: 171.249.236.64 : 58016
19:28	Account: qwqwqw1	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.249.236.64 : 58022
19:28	Account: qwqwqw	 Name: ¢uÙD­¬ngÙPhong	 Level: 82	 IP Address: 171.249.236.64 : 58026
19:29	Account: dm0001	 Name: dm0001	 Level: 1	 IP Address: 14.168.28.44 : 51649
19:30	Account: minsimon1	 Name: ÙDÇnÙSG	 Level: 88	 IP Address: 14.230.179.226 : 60683
19:31	Account: nonhangiudo	 Name: Gi÷Ù§å	 Level: 1	 IP Address: 118.68.135.17 : 51816
19:31	Account: mapdl3	 Name: TiªnÙTö	 Level: 80	 IP Address: 14.168.28.44 : 51659
19:32	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 84	 IP Address: 118.68.135.17 : 51825
19:32	Account: samsimon	 Name: ÙTıÙSG	 Level: 86	 IP Address: 14.230.179.226 : 60692
19:32	Account: qwqwqw3	 Name: ThÈmÙV¹nÙTam	 Level: 82	 IP Address: 171.249.236.64 : 58045
19:33	Account: quoccuongg3	 Name: Tinhlahotel	 Level: 83	 IP Address: 113.188.205.115 : 50531
19:34	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 87	 IP Address: 118.68.135.17 : 51852
19:34	Account: vunguyen1987	 Name: ThuyYen	 Level: 80	 IP Address: 27.78.207.70 : 49177
19:34	Account: quocbaobp	 Name: NæiÙBu«nÙKoÙTªn	 Level: 88	 IP Address: 123.25.218.214 : 41582
19:34	Account: samsimon1	 Name: ÙHîiÙSG	 Level: 86	 IP Address: 14.230.179.226 : 60699
19:34	Account: gcity04	 Name: giudo01	 Level: 1	 IP Address: 113.22.199.222 : 51504
19:35	Account: vunguyen1984	 Name: TieuThanh	 Level: 77	 IP Address: 27.78.207.70 : 49188
19:36	Account: kingvl1	 Name: KimLongCaCa	 Level: 78	 IP Address: 118.70.41.159 : 30258
19:36	Account: vunguyen1986	 Name: BoomBoom	 Level: 78	 IP Address: 27.78.207.70 : 49191
19:37	Account: qwqwqw	 Name: ¢uÙD­¬ngÙPhong	 Level: 82	 IP Address: 171.249.236.64 : 58128
19:37	Account: kingvl2	 Name: KimLongKaKa	 Level: 82	 IP Address: 118.70.41.159 : 53164
19:37	Account: kaiba2	 Name: CuToLµmEmHo	 Level: 82	 IP Address: 58.187.239.236 : 62504
19:37	Account: qwqwqw1	 Name: TinhNhatPhai	 Level: 81	 IP Address: 171.249.236.64 : 58133
19:37	Account: qwqwqw2	 Name: LinhÙNhi	 Level: 81	 IP Address: 171.249.236.64 : 58137
19:38	Account: qwqwqw3	 Name: ThÈmÙV¹nÙTam	 Level: 82	 IP Address: 171.249.236.64 : 58142
19:38	Account: kingvl3	 Name: HáaLongCaCa	 Level: 79	 IP Address: 118.70.41.159 : 42111
19:38	Account: kingvl4	 Name: ThñyLongC«C«	 Level: 79	 IP Address: 118.70.41.159 : 58417
19:42	Account: gcity04	 Name: datau01	 Level: 5	 IP Address: 113.22.199.222 : 57991
19:43	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 46695
19:44	Account: vunguyen1983	 Name: ThienNhan	 Level: 78	 IP Address: 27.78.207.70 : 49194
19:44	Account: ovichat1t	 Name: ChiÒuÙChñÙNhËt	 Level: 83	 IP Address: 14.184.51.120 : 49188
19:45	Account: minsimon	 Name: ÙSöuÙSG	 Level: 85	 IP Address: 14.230.179.226 : 60724
19:46	Account: nonhandl	 Name: V«ÙNhaiÙTö	 Level: 88	 IP Address: 118.68.135.17 : 51937
19:46	Account: thanhtuoi1	 Name: DÇnÙSG	 Level: 1	 IP Address: 14.184.51.120 : 49203
19:46	Account: gcity04	 Name: 04Ù§­êngÙM«n	 Level: 85	 IP Address: 113.22.199.222 : 59451
19:47	Account: thanhtuoi1	 Name: ÙÙÙÙÙÙÙÙÙ	 Level: 84	 IP Address: 14.184.51.120 : 49210
19:47	Account: thanhtuoi2	 Name: LµmÙKh¸ngÙT¨ng	 Level: 82	 IP Address: 14.184.51.120 : 49215
19:48	Account: thanhtuoi3	 Name: C«ÙSinhÙTån	 Level: 82	 IP Address: 14.184.51.120 : 49226
19:50	Account: vubluish	 Name: hoalongcaca	 Level: 77	 IP Address: 1.55.178.221 : 49099
19:50	Account: tantrang1989	 Name: T©nTrang	 Level: 81	 IP Address: 171.253.47.104 : 40730
19:50	Account: tantrang1987	 Name: Mét§aoTĞNgôa	 Level: 80	 IP Address: 171.253.47.104 : 39035
19:50	Account: gcity04	 Name: giudo01	 Level: 80	 IP Address: 113.22.199.222 : 48714
19:50	Account: qwqwqw	 Name: ¢uÙD­¬ngÙPhong	 Level: 82	 IP Address: 171.249.236.64 : 58242
19:51	Account: nghibgnh	 Name: JX1ÙThanhÙLong	 Level: 81	 IP Address: 113.179.140.192 : 49200
19:52	Account: qwqwqw	 Name: ¢uÙD­¬ngÙPhong	 Level: 82	 IP Address: 171.249.236.64 : 58250
19:53	Account: sarin1990	 Name: DocDep	 Level: 68	 IP Address: 27.69.147.127 : 57516
19:53	Account: gcity04	 Name: datau01	 Level: 5	 IP Address: 113.22.199.222 : 10050
19:53	Account: nonhanty	 Name: B¨ngÙT©mÙTiªnÙTö	 Level: 65	 IP Address: 118.68.135.17 : 51971
19:54	Account: gcity04	 Name: 04Ù§­êngÙM«n	 Level: 85	 IP Address: 113.22.199.222 : 38423
19:55	Account: phuongboss2	 Name: ÙÙÙÙBlueÙÙÙ	 Level: 88	 IP Address: 1.55.181.207 : 28116
19:55	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 14.233.101.29 : 53620
19:55	Account: ngocbich01	 Name: NgocBich01	 Level: 5	 IP Address: 14.233.101.29 : 53621
19:57	Account: tumap3000	 Name: EmThichPk	 Level: 83	 IP Address: 27.75.131.29 : 27882
19:57	Account: nonhandm	 Name: ThµnhÙC¸tÙT­ÙH·n	 Level: 65	 IP Address: 118.68.135.17 : 51991
19:57	Account: nonhannd	 Name: MécÙUyÓnÙThanh	 Level: 60	 IP Address: 118.68.135.17 : 51993
19:58	Account: tumap3001	 Name: HoaThan	 Level: 5	 IP Address: 27.75.131.29 : 27885
19:58	Account: nonhancl	 Name: HµnÙL©mÙNhi	 Level: 78	 IP Address: 118.68.135.17 : 51995
19:58	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 83	 IP Address: 27.75.131.29 : 27887
19:58	Account: tumap3002	 Name: ChuyenBuff	 Level: 85	 IP Address: 27.75.131.29 : 27889
19:58	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 171.232.113.243 : 54633
19:58	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 84	 IP Address: 118.68.135.17 : 51997
19:58	Account: tumap3004	 Name: TrumBoss	 Level: 83	 IP Address: 27.75.131.29 : 27895
20:2	Account: vubluish	 Name: hoalongcaca	 Level: 77	 IP Address: 1.55.178.221 : 54799
20:2	Account: phuongboss	 Name: ÙÙÙRedÙÙÙ	 Level: 88	 IP Address: 1.55.181.207 : 33647
20:3	Account: kaiba2	 Name: CuToLµmEmHo	 Level: 82	 IP Address: 58.187.239.236 : 62728
20:3	Account: mrbuno4	 Name: Ph­íc6§ª	 Level: 83	 IP Address: 58.187.117.23 : 58407
20:3	Account: vunguyen1987	 Name: ThuyYen	 Level: 80	 IP Address: 27.78.207.70 : 49214
20:3	Account: thoakhungz3	 Name: CånÙDaÙL¹p	 Level: 84	 IP Address: 171.231.115.107 : 49483
20:3	Account: gcity04	 Name: 04Ù§­êngÙM«n	 Level: 85	 IP Address: 113.22.199.222 : 62273
20:3	Account: mrbuno2	 Name: Ph­íc4§ª	 Level: 84	 IP Address: 58.187.117.23 : 58408
20:3	Account: kingvl4	 Name: ThñyLongC«C«	 Level: 79	 IP Address: 118.70.41.159 : 12563
20:3	Account: gcity01	 Name: 01ÙThiÕuÙL©m	 Level: 86	 IP Address: 113.22.199.222 : 63376
20:3	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 84	 IP Address: 118.68.135.17 : 52025
20:3	Account: finndang152	 Name: TiÓuÙTinhÙNhi	 Level: 73	 IP Address: 1.55.176.232 : 64140
20:3	Account: quocviet1985	 Name: CauHaiTL	 Level: 82	 IP Address: 113.172.115.60 : 50098
20:3	Account: mapdl1	 Name: TiÕuNg¹oÙGiangHå	 Level: 86	 IP Address: 14.168.28.44 : 51910
20:3	Account: phamtungdhv1	 Name: ZzJindozZ	 Level: 83	 IP Address: 14.162.204.225 : 49870
20:3	Account: kimmalenhhai5	 Name: B­ímToNhÊtXãm	 Level: 81	 IP Address: 117.3.187.15 : 61252
20:3	Account: thoakhungz4	 Name: C¸iÙLångÙHeoÙN¸i	 Level: 85	 IP Address: 171.231.115.107 : 49484
20:3	Account: tumap3002	 Name: ChuyenBuff	 Level: 85	 IP Address: 27.75.131.29 : 27922
20:3	Account: tumap3004	 Name: TrumBoss	 Level: 83	 IP Address: 27.75.131.29 : 27921
20:3	Account: vunguyen1984	 Name: TieuThanh	 Level: 77	 IP Address: 27.78.207.70 : 49215
20:3	Account: gcity02	 Name: 02ÙThiªnÙNhÉn	 Level: 88	 IP Address: 113.22.199.222 : 9226
20:3	Account: phamtungdhv4	 Name: ZzTungpszZ	 Level: 81	 IP Address: 14.162.204.225 : 57969
20:3	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 87	 IP Address: 118.68.135.17 : 52026
20:3	Account: kimmalenhhai1	 Name: MÊtTrinhRåi	 Level: 84	 IP Address: 117.3.187.15 : 61253
20:3	Account: coca04	 Name: CanhSat116	 Level: 77	 IP Address: 14.246.75.89 : 28958
20:3	Account: kingvl2	 Name: KimLongKaKa	 Level: 82	 IP Address: 118.70.41.159 : 58999
20:3	Account: thanh251290	 Name: TieuNguNhi	 Level: 53	 IP Address: 112.197.176.153 : 49560
20:3	Account: nghibgnh	 Name: JX1ÙThanhÙLong	 Level: 81	 IP Address: 113.179.140.192 : 49402
20:3	Account: hieuadnew	 Name: AdminÙSHXT	 Level: 125	 IP Address: 171.232.113.243 : 54646
20:3	Account: phuongboss	 Name: ÙÙÙRedÙÙÙ	 Level: 88	 IP Address: 1.55.181.207 : 58111
20:3	Account: kimmalenhhai4	 Name: ChimToNhÊtXãm	 Level: 83	 IP Address: 117.3.187.15 : 61255
20:3	Account: thanhtuoi1	 Name: ÙÙÙÙÙÙÙÙÙ	 Level: 84	 IP Address: 14.184.51.120 : 49353
20:3	Account: mapdl2	 Name: §¹tÙMa	 Level: 79	 IP Address: 14.168.28.44 : 51912
20:3	Account: building1987	 Name: TiÒnÙV«ÙNghÜa	 Level: 87	 IP Address: 27.79.74.126 : 54976
20:3	Account: kingvl3	 Name: HáaLongCaCa	 Level: 80	 IP Address: 118.70.41.159 : 53092
20:3	Account: nonhanty	 Name: B¨ngÙT©mÙTiªnÙTö	 Level: 65	 IP Address: 118.68.135.17 : 52028
20:3	Account: ovichat1t	 Name: ChiÒuÙChñÙNhËt	 Level: 83	 IP Address: 14.184.51.120 : 49354
20:3	Account: tumap3001	 Name: HoaThanLeRoi	 Level: 83	 IP Address: 27.75.131.29 : 27925
20:3	Account: tranvinh02	 Name: HuúnhÙNi	 Level: 81	 IP Address: 14.245.139.5 : 52667
